SA2_CODE,obsValue,ARR_BAND
126021497,13254,Total
126021497,15,Arrived 1900 - 1945
126021497,200,Arrived 1946 - 1955
126021497,327,Arrived 1956 - 1965
126021497,549,Arrived 1966 - 1975
126021497,996,Arrived 1976 - 1985
126021497,2705,Arrived 1986 - 1995
126021497,3010,Arrived 1996 - 2005
126021497,4660,Arrived 2006 - 2015
126021497,397,Arrived 1 Jan 2016 - 9 August 2016
126021497,401,Not stated
126021498,4270,Total
126021498,9,Arrived 1900 - 1945
126021498,174,Arrived 1946 - 1955
126021498,405,Arrived 1956 - 1965
126021498,545,Arrived 1966 - 1975
126021498,488,Arrived 1976 - 1985
126021498,729,Arrived 1986 - 1995
126021498,758,Arrived 1996 - 2005
126021498,996,Arrived 2006 - 2015
126021498,57,Arrived 1 Jan 2016 - 9 August 2016
126021498,106,Not stated
126021499,2595,Total
126021499,26,Arrived 1900 - 1945
126021499,144,Arrived 1946 - 1955
126021499,221,Arrived 1956 - 1965
126021499,359,Arrived 1966 - 1975
126021499,334,Arrived 1976 - 1985
126021499,410,Arrived 1986 - 1995
126021499,415,Arrived 1996 - 2005
126021499,433,Arrived 2006 - 2015
126021499,31,Arrived 1 Jan 2016 - 9 August 2016
126021499,225,Not stated
126021500,12507,Total
126021500,15,Arrived 1900 - 1945
126021500,181,Arrived 1946 - 1955
126021500,265,Arrived 1956 - 1965
126021500,430,Arrived 1966 - 1975
126021500,731,Arrived 1976 - 1985
126021500,1597,Arrived 1986 - 1995
126021500,1985,Arrived 1996 - 2005
126021500,5974,Arrived 2006 - 2015
126021500,830,Arrived 1 Jan 2016 - 9 August 2016
126021500,497,Not stated
126021501,4545,Total
126021501,11,Arrived 1900 - 1945
126021501,120,Arrived 1946 - 1955
126021501,256,Arrived 1956 - 1965
126021501,437,Arrived 1966 - 1975
126021501,588,Arrived 1976 - 1985
126021501,979,Arrived 1986 - 1995
126021501,914,Arrived 1996 - 2005
126021501,1045,Arrived 2006 - 2015
126021501,95,Arrived 1 Jan 2016 - 9 August 2016
126021501,107,Not stated
126021503,10257,Total
126021503,10,Arrived 1900 - 1945
126021503,101,Arrived 1946 - 1955
126021503,205,Arrived 1956 - 1965
126021503,517,Arrived 1966 - 1975
126021503,664,Arrived 1976 - 1985
126021503,1470,Arrived 1986 - 1995
126021503,2056,Arrived 1996 - 2005
126021503,4610,Arrived 2006 - 2015
126021503,342,Arrived 1 Jan 2016 - 9 August 2016
126021503,288,Not stated
126021590,1175,Total
126021590,0,Arrived 1900 - 1945
126021590,49,Arrived 1946 - 1955
126021590,100,Arrived 1956 - 1965
126021590,187,Arrived 1966 - 1975
126021590,163,Arrived 1976 - 1985
126021590,269,Arrived 1986 - 1995
126021590,185,Arrived 1996 - 2005
126021590,181,Arrived 2006 - 2015
126021590,8,Arrived 1 Jan 2016 - 9 August 2016
126021590,32,Not stated
126021591,12365,Total
126021591,21,Arrived 1900 - 1945
126021591,261,Arrived 1946 - 1955
126021591,503,Arrived 1956 - 1965
126021591,947,Arrived 1966 - 1975
126021591,1072,Arrived 1976 - 1985
126021591,1886,Arrived 1986 - 1995
126021591,2174,Arrived 1996 - 2005
126021591,4760,Arrived 2006 - 2015
126021591,339,Arrived 1 Jan 2016 - 9 August 2016
126021591,403,Not stated
127011504,5903,Total
127011504,3,Arrived 1900 - 1945
127011504,86,Arrived 1946 - 1955
127011504,178,Arrived 1956 - 1965
127011504,482,Arrived 1966 - 1975
127011504,793,Arrived 1976 - 1985
127011504,1431,Arrived 1986 - 1995
127011504,1238,Arrived 1996 - 2005
127011504,1386,Arrived 2006 - 2015
127011504,81,Arrived 1 Jan 2016 - 9 August 2016
127011504,224,Not stated
127011505,2329,Total
127011505,4,Arrived 1900 - 1945
127011505,231,Arrived 1946 - 1955
127011505,431,Arrived 1956 - 1965
127011505,473,Arrived 1966 - 1975
127011505,305,Arrived 1976 - 1985
127011505,330,Arrived 1986 - 1995
127011505,238,Arrived 1996 - 2005
127011505,203,Arrived 2006 - 2015
127011505,5,Arrived 1 Jan 2016 - 9 August 2016
127011505,104,Not stated
127011506,4188,Total
127011506,3,Arrived 1900 - 1945
127011506,186,Arrived 1946 - 1955
127011506,310,Arrived 1956 - 1965
127011506,524,Arrived 1966 - 1975
127011506,460,Arrived 1976 - 1985
127011506,757,Arrived 1986 - 1995
127011506,762,Arrived 1996 - 2005
127011506,1019,Arrived 2006 - 2015
127011506,27,Arrived 1 Jan 2016 - 9 August 2016
127011506,141,Not stated
127011592,18,Total
127011592,0,Arrived 1900 - 1945
127011592,0,Arrived 1946 - 1955
127011592,3,Arrived 1956 - 1965
127011592,0,Arrived 1966 - 1975
127011592,0,Arrived 1976 - 1985
127011592,0,Arrived 1986 - 1995
127011592,0,Arrived 1996 - 2005
127011592,12,Arrived 2006 - 2015
127011592,0,Arrived 1 Jan 2016 - 9 August 2016
127011592,0,Not stated
127011593,2921,Total
127011593,0,Arrived 1900 - 1945
127011593,31,Arrived 1946 - 1955
127011593,108,Arrived 1956 - 1965
127011593,386,Arrived 1966 - 1975
127011593,701,Arrived 1976 - 1985
127011593,826,Arrived 1986 - 1995
127011593,517,Arrived 1996 - 2005
127011593,274,Arrived 2006 - 2015
127011593,18,Arrived 1 Jan 2016 - 9 August 2016
127011593,63,Not stated
127011594,6213,Total
127011594,3,Arrived 1900 - 1945
127011594,51,Arrived 1946 - 1955
127011594,115,Arrived 1956 - 1965
127011594,509,Arrived 1966 - 1975
127011594,1098,Arrived 1976 - 1985
127011594,1874,Arrived 1986 - 1995
127011594,1270,Arrived 1996 - 2005
127011594,1042,Arrived 2006 - 2015
127011594,91,Arrived 1 Jan 2016 - 9 August 2016
127011594,169,Not stated
127011595,5671,Total
127011595,0,Arrived 1900 - 1945
127011595,33,Arrived 1946 - 1955
127011595,113,Arrived 1956 - 1965
127011595,457,Arrived 1966 - 1975
127011595,789,Arrived 1976 - 1985
127011595,1664,Arrived 1986 - 1995
127011595,1266,Arrived 1996 - 2005
127011595,1144,Arrived 2006 - 2015
127011595,58,Arrived 1 Jan 2016 - 9 August 2016
127011595,146,Not stated
127011596,4959,Total
127011596,0,Arrived 1900 - 1945
127011596,35,Arrived 1946 - 1955
127011596,116,Arrived 1956 - 1965
127011596,409,Arrived 1966 - 1975
127011596,594,Arrived 1976 - 1985
127011596,1432,Arrived 1986 - 1995
127011596,1265,Arrived 1996 - 2005
127011596,998,Arrived 2006 - 2015
127011596,28,Arrived 1 Jan 2016 - 9 August 2016
127011596,84,Not stated
127011597,5736,Total
127011597,0,Arrived 1900 - 1945
127011597,70,Arrived 1946 - 1955
127011597,162,Arrived 1956 - 1965
127011597,509,Arrived 1966 - 1975
127011597,715,Arrived 1976 - 1985
127011597,1562,Arrived 1986 - 1995
127011597,1477,Arrived 1996 - 2005
127011597,1077,Arrived 2006 - 2015
127011597,45,Arrived 1 Jan 2016 - 9 August 2016
127011597,120,Not stated
127021509,8374,Total
127021509,0,Arrived 1900 - 1945
127021509,64,Arrived 1946 - 1955
127021509,136,Arrived 1956 - 1965
127021509,713,Arrived 1966 - 1975
127021509,2165,Arrived 1976 - 1985
127021509,2262,Arrived 1986 - 1995
127021509,1331,Arrived 1996 - 2005
127021509,1299,Arrived 2006 - 2015
127021509,80,Arrived 1 Jan 2016 - 9 August 2016
127021509,323,Not stated
127021510,8812,Total
127021510,10,Arrived 1900 - 1945
127021510,203,Arrived 1946 - 1955
127021510,595,Arrived 1956 - 1965
127021510,1374,Arrived 1966 - 1975
127021510,1569,Arrived 1976 - 1985
127021510,1497,Arrived 1986 - 1995
127021510,1414,Arrived 1996 - 2005
127021510,1746,Arrived 2006 - 2015
127021510,169,Arrived 1 Jan 2016 - 9 August 2016
127021510,227,Not stated
127021511,15576,Total
127021511,5,Arrived 1900 - 1945
127021511,141,Arrived 1946 - 1955
127021511,206,Arrived 1956 - 1965
127021511,449,Arrived 1966 - 1975
127021511,2874,Arrived 1976 - 1985
127021511,3947,Arrived 1986 - 1995
127021511,2526,Arrived 1996 - 2005
127021511,4479,Arrived 2006 - 2015
127021511,247,Arrived 1 Jan 2016 - 9 August 2016
127021511,694,Not stated
127021512,8055,Total
127021512,7,Arrived 1900 - 1945
127021512,168,Arrived 1946 - 1955
127021512,304,Arrived 1956 - 1965
127021512,516,Arrived 1966 - 1975
127021512,1546,Arrived 1976 - 1985
127021512,2176,Arrived 1986 - 1995
127021512,1297,Arrived 1996 - 2005
127021512,1635,Arrived 2006 - 2015
127021512,84,Arrived 1 Jan 2016 - 9 August 2016
127021512,329,Not stated
127021513,11936,Total
127021513,4,Arrived 1900 - 1945
127021513,120,Arrived 1946 - 1955
127021513,212,Arrived 1956 - 1965
127021513,462,Arrived 1966 - 1975
127021513,2597,Arrived 1976 - 1985
127021513,3288,Arrived 1986 - 1995
127021513,1913,Arrived 1996 - 2005
127021513,2793,Arrived 2006 - 2015
127021513,116,Arrived 1 Jan 2016 - 9 August 2016
127021513,429,Not stated
127021514,4849,Total
127021514,0,Arrived 1900 - 1945
127021514,84,Arrived 1946 - 1955
127021514,193,Arrived 1956 - 1965
127021514,537,Arrived 1966 - 1975
127021514,1026,Arrived 1976 - 1985
127021514,1049,Arrived 1986 - 1995
127021514,876,Arrived 1996 - 2005
127021514,852,Arrived 2006 - 2015
127021514,79,Arrived 1 Jan 2016 - 9 August 2016
127021514,147,Not stated
127021515,11528,Total
127021515,3,Arrived 1900 - 1945
127021515,116,Arrived 1946 - 1955
127021515,222,Arrived 1956 - 1965
127021515,498,Arrived 1966 - 1975
127021515,1190,Arrived 1976 - 1985
127021515,1848,Arrived 1986 - 1995
127021515,2123,Arrived 1996 - 2005
127021515,4645,Arrived 2006 - 2015
127021515,566,Arrived 1 Jan 2016 - 9 August 2016
127021515,316,Not stated
127021516,10643,Total
127021516,6,Arrived 1900 - 1945
127021516,191,Arrived 1946 - 1955
127021516,340,Arrived 1956 - 1965
127021516,826,Arrived 1966 - 1975
127021516,1424,Arrived 1976 - 1985
127021516,2071,Arrived 1986 - 1995
127021516,1975,Arrived 1996 - 2005
127021516,3198,Arrived 2006 - 2015
127021516,284,Arrived 1 Jan 2016 - 9 August 2016
127021516,322,Not stated
127021517,4453,Total
127021517,4,Arrived 1900 - 1945
127021517,67,Arrived 1946 - 1955
127021517,170,Arrived 1956 - 1965
127021517,557,Arrived 1966 - 1975
127021517,946,Arrived 1976 - 1985
127021517,938,Arrived 1986 - 1995
127021517,736,Arrived 1996 - 2005
127021517,854,Arrived 2006 - 2015
127021517,65,Arrived 1 Jan 2016 - 9 August 2016
127021517,118,Not stated
127021518,1185,Total
127021518,3,Arrived 1900 - 1945
127021518,160,Arrived 1946 - 1955
127021518,220,Arrived 1956 - 1965
127021518,235,Arrived 1966 - 1975
127021518,135,Arrived 1976 - 1985
127021518,171,Arrived 1986 - 1995
127021518,86,Arrived 1996 - 2005
127021518,93,Arrived 2006 - 2015
127021518,9,Arrived 1 Jan 2016 - 9 August 2016
127021518,72,Not stated
127021519,8680,Total
127021519,4,Arrived 1900 - 1945
127021519,246,Arrived 1946 - 1955
127021519,600,Arrived 1956 - 1965
127021519,1088,Arrived 1966 - 1975
127021519,1165,Arrived 1976 - 1985
127021519,1596,Arrived 1986 - 1995
127021519,1485,Arrived 1996 - 2005
127021519,2113,Arrived 2006 - 2015
127021519,152,Arrived 1 Jan 2016 - 9 August 2016
127021519,236,Not stated
127021520,6025,Total
127021520,5,Arrived 1900 - 1945
127021520,85,Arrived 1946 - 1955
127021520,283,Arrived 1956 - 1965
127021520,859,Arrived 1966 - 1975
127021520,1389,Arrived 1976 - 1985
127021520,1450,Arrived 1986 - 1995
127021520,875,Arrived 1996 - 2005
127021520,882,Arrived 2006 - 2015
127021520,59,Arrived 1 Jan 2016 - 9 August 2016
127021520,145,Not stated
127021521,23,Total
127021521,0,Arrived 1900 - 1945
127021521,0,Arrived 1946 - 1955
127021521,0,Arrived 1956 - 1965
127021521,3,Arrived 1966 - 1975
127021521,8,Arrived 1976 - 1985
127021521,6,Arrived 1986 - 1995
127021521,3,Arrived 1996 - 2005
127021521,7,Arrived 2006 - 2015
127021521,0,Arrived 1 Jan 2016 - 9 August 2016
127021521,0,Not stated
127031522,6525,Total
127031522,3,Arrived 1900 - 1945
127031522,141,Arrived 1946 - 1955
127031522,295,Arrived 1956 - 1965
127031522,652,Arrived 1966 - 1975
127031522,680,Arrived 1976 - 1985
127031522,1484,Arrived 1986 - 1995
127031522,1529,Arrived 1996 - 2005
127031522,1497,Arrived 2006 - 2015
127031522,62,Arrived 1 Jan 2016 - 9 August 2016
127031522,181,Not stated
127031523,6015,Total
127031523,6,Arrived 1900 - 1945
127031523,210,Arrived 1946 - 1955
127031523,440,Arrived 1956 - 1965
127031523,843,Arrived 1966 - 1975
127031523,857,Arrived 1976 - 1985
127031523,1202,Arrived 1986 - 1995
127031523,1073,Arrived 1996 - 2005
127031523,1159,Arrived 2006 - 2015
127031523,49,Arrived 1 Jan 2016 - 9 August 2016
127031523,167,Not stated
127031524,6126,Total
127031524,4,Arrived 1900 - 1945
127031524,78,Arrived 1946 - 1955
127031524,191,Arrived 1956 - 1965
127031524,525,Arrived 1966 - 1975
127031524,586,Arrived 1976 - 1985
127031524,1574,Arrived 1986 - 1995
127031524,1419,Arrived 1996 - 2005
127031524,1510,Arrived 2006 - 2015
127031524,83,Arrived 1 Jan 2016 - 9 August 2016
127031524,156,Not stated
127031598,15071,Total
127031598,5,Arrived 1900 - 1945
127031598,185,Arrived 1946 - 1955
127031598,360,Arrived 1956 - 1965
127031598,703,Arrived 1966 - 1975
127031598,884,Arrived 1976 - 1985
127031598,2010,Arrived 1986 - 1995
127031598,3604,Arrived 1996 - 2005
127031598,6557,Arrived 2006 - 2015
127031598,442,Arrived 1 Jan 2016 - 9 August 2016
127031598,333,Not stated
127031599,4664,Total
127031599,7,Arrived 1900 - 1945
127031599,80,Arrived 1946 - 1955
127031599,201,Arrived 1956 - 1965
127031599,410,Arrived 1966 - 1975
127031599,446,Arrived 1976 - 1985
127031599,862,Arrived 1986 - 1995
127031599,1030,Arrived 1996 - 2005
127031599,1380,Arrived 2006 - 2015
127031599,91,Arrived 1 Jan 2016 - 9 August 2016
127031599,166,Not stated
127031600,7687,Total
127031600,7,Arrived 1900 - 1945
127031600,63,Arrived 1946 - 1955
127031600,148,Arrived 1956 - 1965
127031600,472,Arrived 1966 - 1975
127031600,766,Arrived 1976 - 1985
127031600,2218,Arrived 1986 - 1995
127031600,2181,Arrived 1996 - 2005
127031600,1626,Arrived 2006 - 2015
127031600,67,Arrived 1 Jan 2016 - 9 August 2016
127031600,144,Not stated
127031601,2944,Total
127031601,0,Arrived 1900 - 1945
127031601,13,Arrived 1946 - 1955
127031601,45,Arrived 1956 - 1965
127031601,176,Arrived 1966 - 1975
127031601,210,Arrived 1976 - 1985
127031601,440,Arrived 1986 - 1995
127031601,635,Arrived 1996 - 2005
127031601,1284,Arrived 2006 - 2015
127031601,58,Arrived 1 Jan 2016 - 9 August 2016
127031601,86,Not stated
128011529,2840,Total
128011529,7,Arrived 1900 - 1945
128011529,148,Arrived 1946 - 1955
128011529,284,Arrived 1956 - 1965
128011529,435,Arrived 1966 - 1975
128011529,320,Arrived 1976 - 1985
128011529,383,Arrived 1986 - 1995
128011529,542,Arrived 1996 - 2005
128011529,608,Arrived 2006 - 2015
128011529,33,Arrived 1 Jan 2016 - 9 August 2016
128011529,87,Not stated
128011530,4417,Total
128011530,17,Arrived 1900 - 1945
128011530,204,Arrived 1946 - 1955
128011530,353,Arrived 1956 - 1965
128011530,529,Arrived 1966 - 1975
128011530,451,Arrived 1976 - 1985
128011530,668,Arrived 1986 - 1995
128011530,809,Arrived 1996 - 2005
128011530,1161,Arrived 2006 - 2015
128011530,60,Arrived 1 Jan 2016 - 9 August 2016
128011530,164,Not stated
128011531,3908,Total
128011531,23,Arrived 1900 - 1945
128011531,251,Arrived 1946 - 1955
128011531,483,Arrived 1956 - 1965
128011531,670,Arrived 1966 - 1975
128011531,420,Arrived 1976 - 1985
128011531,704,Arrived 1986 - 1995
128011531,626,Arrived 1996 - 2005
128011531,558,Arrived 2006 - 2015
128011531,26,Arrived 1 Jan 2016 - 9 August 2016
128011531,145,Not stated
128011602,2356,Total
128011602,18,Arrived 1900 - 1945
128011602,88,Arrived 1946 - 1955
128011602,146,Arrived 1956 - 1965
128011602,290,Arrived 1966 - 1975
128011602,231,Arrived 1976 - 1985
128011602,296,Arrived 1986 - 1995
128011602,437,Arrived 1996 - 2005
128011602,746,Arrived 2006 - 2015
128011602,35,Arrived 1 Jan 2016 - 9 August 2016
128011602,70,Not stated
128011603,1660,Total
128011603,9,Arrived 1900 - 1945
128011603,130,Arrived 1946 - 1955
128011603,214,Arrived 1956 - 1965
128011603,325,Arrived 1966 - 1975
128011603,212,Arrived 1976 - 1985
128011603,198,Arrived 1986 - 1995
128011603,255,Arrived 1996 - 2005
128011603,265,Arrived 2006 - 2015
128011603,13,Arrived 1 Jan 2016 - 9 August 2016
128011603,38,Not stated
128011604,3907,Total
128011604,17,Arrived 1900 - 1945
128011604,214,Arrived 1946 - 1955
128011604,373,Arrived 1956 - 1965
128011604,567,Arrived 1966 - 1975
128011604,398,Arrived 1976 - 1985
128011604,459,Arrived 1986 - 1995
128011604,569,Arrived 1996 - 2005
128011604,1141,Arrived 2006 - 2015
128011604,61,Arrived 1 Jan 2016 - 9 August 2016
128011604,109,Not stated
128011605,380,Total
128011605,0,Arrived 1900 - 1945
128011605,20,Arrived 1946 - 1955
128011605,48,Arrived 1956 - 1965
128011605,95,Arrived 1966 - 1975
128011605,51,Arrived 1976 - 1985
128011605,52,Arrived 1986 - 1995
128011605,51,Arrived 1996 - 2005
128011605,44,Arrived 2006 - 2015
128011605,0,Arrived 1 Jan 2016 - 9 August 2016
128011605,13,Not stated
128011606,1143,Total
128011606,3,Arrived 1900 - 1945
128011606,81,Arrived 1946 - 1955
128011606,152,Arrived 1956 - 1965
128011606,188,Arrived 1966 - 1975
128011606,158,Arrived 1976 - 1985
128011606,172,Arrived 1986 - 1995
128011606,153,Arrived 1996 - 2005
128011606,204,Arrived 2006 - 2015
128011606,9,Arrived 1 Jan 2016 - 9 August 2016
128011606,23,Not stated
128021533,742,Total
128021533,10,Arrived 1900 - 1945
128021533,65,Arrived 1946 - 1955
128021533,113,Arrived 1956 - 1965
128021533,140,Arrived 1966 - 1975
128021533,80,Arrived 1976 - 1985
128021533,88,Arrived 1986 - 1995
128021533,107,Arrived 1996 - 2005
128021533,108,Arrived 2006 - 2015
128021533,5,Arrived 1 Jan 2016 - 9 August 2016
128021533,21,Not stated
128021534,2328,Total
128021534,3,Arrived 1900 - 1945
128021534,103,Arrived 1946 - 1955
128021534,267,Arrived 1956 - 1965
128021534,630,Arrived 1966 - 1975
128021534,426,Arrived 1976 - 1985
128021534,334,Arrived 1986 - 1995
128021534,290,Arrived 1996 - 2005
128021534,198,Arrived 2006 - 2015
128021534,11,Arrived 1 Jan 2016 - 9 August 2016
128021534,63,Not stated
128021535,3700,Total
128021535,9,Arrived 1900 - 1945
128021535,161,Arrived 1946 - 1955
128021535,346,Arrived 1956 - 1965
128021535,715,Arrived 1966 - 1975
128021535,498,Arrived 1976 - 1985
128021535,662,Arrived 1986 - 1995
128021535,659,Arrived 1996 - 2005
128021535,536,Arrived 2006 - 2015
128021535,21,Arrived 1 Jan 2016 - 9 August 2016
128021535,102,Not stated
128021536,3864,Total
128021536,13,Arrived 1900 - 1945
128021536,168,Arrived 1946 - 1955
128021536,365,Arrived 1956 - 1965
128021536,620,Arrived 1966 - 1975
128021536,386,Arrived 1976 - 1985
128021536,591,Arrived 1986 - 1995
128021536,799,Arrived 1996 - 2005
128021536,797,Arrived 2006 - 2015
128021536,23,Arrived 1 Jan 2016 - 9 August 2016
128021536,97,Not stated
128021537,3,Total
128021537,0,Arrived 1900 - 1945
128021537,0,Arrived 1946 - 1955
128021537,0,Arrived 1956 - 1965
128021537,0,Arrived 1966 - 1975
128021537,0,Arrived 1976 - 1985
128021537,0,Arrived 1986 - 1995
128021537,0,Arrived 1996 - 2005
128021537,0,Arrived 2006 - 2015
128021537,0,Arrived 1 Jan 2016 - 9 August 2016
128021537,0,Not stated
128021538,4614,Total
128021538,10,Arrived 1900 - 1945
128021538,165,Arrived 1946 - 1955
128021538,310,Arrived 1956 - 1965
128021538,479,Arrived 1966 - 1975
128021538,417,Arrived 1976 - 1985
128021538,652,Arrived 1986 - 1995
128021538,937,Arrived 1996 - 2005
128021538,1450,Arrived 2006 - 2015
128021538,52,Arrived 1 Jan 2016 - 9 August 2016
128021538,134,Not stated
128021607,2164,Total
128021607,13,Arrived 1900 - 1945
128021607,132,Arrived 1946 - 1955
128021607,243,Arrived 1956 - 1965
128021607,378,Arrived 1966 - 1975
128021607,251,Arrived 1976 - 1985
128021607,299,Arrived 1986 - 1995
128021607,407,Arrived 1996 - 2005
128021607,386,Arrived 2006 - 2015
128021607,7,Arrived 1 Jan 2016 - 9 August 2016
128021607,55,Not stated
128021608,837,Total
128021608,11,Arrived 1900 - 1945
128021608,55,Arrived 1946 - 1955
128021608,94,Arrived 1956 - 1965
128021608,148,Arrived 1966 - 1975
128021608,100,Arrived 1976 - 1985
128021608,125,Arrived 1986 - 1995
128021608,151,Arrived 1996 - 2005
128021608,134,Arrived 2006 - 2015
128021608,0,Arrived 1 Jan 2016 - 9 August 2016
128021608,18,Not stated
128021609,509,Total
128021609,0,Arrived 1900 - 1945
128021609,17,Arrived 1946 - 1955
128021609,57,Arrived 1956 - 1965
128021609,95,Arrived 1966 - 1975
128021609,70,Arrived 1976 - 1985
128021609,89,Arrived 1986 - 1995
128021609,105,Arrived 1996 - 2005
128021609,70,Arrived 2006 - 2015
128021609,3,Arrived 1 Jan 2016 - 9 August 2016
128021609,10,Not stated
197979799,142,Total
197979799,0,Arrived 1900 - 1945
197979799,15,Arrived 1946 - 1955
197979799,13,Arrived 1956 - 1965
197979799,28,Arrived 1966 - 1975
197979799,16,Arrived 1976 - 1985
197979799,14,Arrived 1986 - 1995
197979799,10,Arrived 1996 - 2005
197979799,24,Arrived 2006 - 2015
197979799,0,Arrived 1 Jan 2016 - 9 August 2016
197979799,22,Not stated
