SA2_CODE,LFSP_C16,obsValue
211031450,UEMP,410
211031450,LF,7718
211031451,UEMP,350
211031451,LF,6527
211031452,UEMP,126
211031452,LF,2449
211041269,UEMP,348
211041269,LF,5117
211041270,UEMP,478
211041270,LF,8670
211041271,UEMP,327
211041271,LF,5924
211041272,UEMP,277
211041272,LF,5172
211041273,UEMP,387
211041273,LF,5671
211051274,UEMP,255
211051274,LF,5500
211051275,UEMP,223
211051275,LF,5264
211051276,UEMP,284
211051276,LF,6621
211051277,UEMP,190
211051277,LF,4481
211051278,UEMP,441
211051278,LF,9765
211051279,UEMP,96
211051279,LF,2883
211051280,UEMP,146
211051280,LF,3529
211051281,UEMP,613
211051281,LF,11793
211051282,UEMP,211
211051282,LF,5154
211051283,UEMP,234
211051283,LF,5254
211051284,UEMP,280
211051284,LF,5503
211051285,UEMP,161
211051285,LF,4172
211051286,UEMP,416
211051286,LF,7669
212011287,UEMP,350
212011287,LF,7398
212011288,UEMP,158
212011288,LF,4350
212011289,UEMP,400
212011289,LF,9508
212011290,UEMP,155
212011290,LF,3698
212011291,UEMP,615
212011291,LF,9204
212011292,UEMP,926
212011292,LF,13474
212021293,UEMP,610
212021293,LF,11632
212021294,UEMP,865
212021294,LF,13488
212021295,UEMP,571
212021295,LF,4390
212021297,UEMP,454
212021297,LF,4904
212021299,UEMP,182
212021299,LF,4102
212021453,UEMP,477
212021453,LF,5864
212021454,UEMP,481
212021454,LF,6620
212021455,UEMP,524
212021455,LF,7173
212021456,UEMP,547
212021456,LF,6913
212031300,UEMP,779
212031300,LF,9419
212031301,UEMP,793
212031301,LF,12703
212031302,UEMP,767
212031302,LF,10109
212031303,UEMP,186
212031303,LF,4691
212031304,UEMP,502
212031304,LF,7761
212031305,UEMP,1138
212031305,LF,11738
212031306,UEMP,547
212031306,LF,7704
212031308,UEMP,189
212031308,LF,4089
212031457,UEMP,430
212031457,LF,7035
212031458,UEMP,636
212031458,LF,8246
212041309,UEMP,367
212041309,LF,5690
212041310,UEMP,563
212041310,LF,5970
212041311,UEMP,1628
212041311,LF,12371
212041312,UEMP,935
212041312,LF,9816
212041313,UEMP,232
212041313,LF,5371
212041314,UEMP,1004
212041314,LF,12845
212041316,UEMP,277
212041316,LF,3343
212041317,UEMP,1080
212041317,LF,9175
212041318,UEMP,549
212041318,LF,5671
212041459,UEMP,527
212041459,LF,5876
212041460,UEMP,896
212041460,LF,8104
212051319,UEMP,669
212051319,LF,9166
212051320,UEMP,1567
212051320,LF,9462
212051321,UEMP,734
212051321,LF,9676
212051322,UEMP,713
212051322,LF,9089
212051323,UEMP,513
212051323,LF,7410
212051324,UEMP,569
212051324,LF,8874
212051325,UEMP,592
212051325,LF,9409
212051326,UEMP,777
212051326,LF,10845
212051327,UEMP,544
212051327,LF,9322
213011328,UEMP,486
213011328,LF,3702
213011329,UEMP,395
213011329,LF,4765
213011330,UEMP,1144
213011330,LF,12031
213011331,UEMP,452
213011331,LF,4035
213011332,UEMP,540
213011332,LF,6395
213011333,UEMP,714
213011333,LF,5655
213011334,UEMP,1090
213011334,LF,8049
213011335,UEMP,961
213011335,LF,7051
213011336,UEMP,529
213011336,LF,4648
213011337,UEMP,625
213011337,LF,5038
213011338,UEMP,997
213011338,LF,7968
213011339,UEMP,538
213011339,LF,6145
213011340,UEMP,572
213011340,LF,9657
213021341,UEMP,365
213021341,LF,6390
213021342,UEMP,766
213021342,LF,9668
213021343,UEMP,469
213021343,LF,6067
213021344,UEMP,467
213021344,LF,9849
213021345,UEMP,207
213021345,LF,2622
213021346,UEMP,412
213021346,LF,7973
213031347,UEMP,1024
213031347,LF,8826
213031348,UEMP,935
213031348,LF,9181
213031349,UEMP,479
213031349,LF,7144
213031350,UEMP,328
213031350,LF,5344
213031351,UEMP,556
213031351,LF,6414
213031352,UEMP,440
213031352,LF,8497
213041353,UEMP,597
213041353,LF,9900
213041355,UEMP,691
213041355,LF,10932
213041356,UEMP,814
213041356,LF,8421
213041357,UEMP,962
213041357,LF,10585
213041358,UEMP,606
213041358,LF,8244
213041359,UEMP,61
213041359,LF,785
213041360,UEMP,636
213041360,LF,9410
213041461,UEMP,186
213041461,LF,2222
213041462,UEMP,218
213041462,LF,2956
213041463,UEMP,711
213041463,LF,10112
213051361,UEMP,779
213051361,LF,10031
213051362,UEMP,904
213051362,LF,9218
213051363,UEMP,434
213051363,LF,4593
213051365,UEMP,1408
213051365,LF,16954
213051366,UEMP,925
213051366,LF,11083
213051368,UEMP,391
213051368,LF,5564
213051369,UEMP,965
213051369,LF,11363
213051464,UEMP,436
213051464,LF,6328
213051465,UEMP,877
213051465,LF,11822
213051466,UEMP,558
213051466,LF,7440
213051467,UEMP,928
213051467,LF,8884
213051468,UEMP,472
213051468,LF,6288
214011370,UEMP,689
214011370,LF,10662
214011371,UEMP,885
214011371,LF,10891
214011372,UEMP,772
214011372,LF,8238
214011373,UEMP,460
214011373,LF,9228
214011374,UEMP,615
214011374,LF,13293
214011375,UEMP,579
214011375,LF,8212
214011376,UEMP,365
214011376,LF,7243
214021377,UEMP,246
214021377,LF,4916
214021378,UEMP,80
214021378,LF,2549
214021379,UEMP,614
214021379,LF,10384
214021380,UEMP,543
214021380,LF,10712
214021381,UEMP,370
214021381,LF,8661
214021382,UEMP,350
214021382,LF,8932
214021383,UEMP,371
214021383,LF,7116
214021384,UEMP,482
214021384,LF,7990
214021385,UEMP,426
214021385,LF,9720
201011001,UEMP,311
201011001,LF,6055
201011002,UEMP,383
201011002,LF,5880
201011003,UEMP,741
201011003,LF,11266
201011004,UEMP,989
201011004,LF,10981
201011005,UEMP,212
201011005,LF,3499
201011006,UEMP,225
201011006,LF,3511
201011007,UEMP,85
201011007,LF,2030
201011008,UEMP,514
201011008,LF,6024
201021009,UEMP,167
201021009,LF,2866
201021010,UEMP,199
201021010,LF,3372
201021011,UEMP,181
201021011,LF,4067
201021012,UEMP,135
201021012,LF,2799
201031013,UEMP,93
201031013,LF,1303
201031014,UEMP,97
201031014,LF,1727
201031015,UEMP,148
201031015,LF,2064
201031016,UEMP,223
201031016,LF,2810
201031017,UEMP,204
201031017,LF,2042
202011018,UEMP,557
202011018,LF,6604
202011019,UEMP,462
202011019,LF,5126
202011020,UEMP,424
202011020,LF,6365
202011021,UEMP,360
202011021,LF,4702
202011022,UEMP,600
202011022,LF,8800
202011023,UEMP,109
202011023,LF,2644
202011024,UEMP,168
202011024,LF,4388
202011025,UEMP,275
202011025,LF,5912
202021026,UEMP,158
202021026,LF,3679
202021027,UEMP,228
202021027,LF,4274
202021028,UEMP,207
202021028,LF,3850
202021029,UEMP,125
202021029,LF,1701
202021030,UEMP,188
202021030,LF,4482
202021031,UEMP,159
202021031,LF,3323
202031032,UEMP,96
202031032,LF,2070
202031033,UEMP,146
202031033,LF,2785
203011034,UEMP,118
203011034,LF,3149
203011035,UEMP,158
203011035,LF,3447
203011036,UEMP,96
203011036,LF,2907
203021037,UEMP,418
203021037,LF,6896
203021038,UEMP,1318
203021038,LF,10150
203021039,UEMP,379
203021039,LF,6683
203021040,UEMP,592
203021040,LF,10296
203021041,UEMP,649
203021041,LF,11630
203021042,UEMP,651
203021042,LF,11267
203021043,UEMP,416
203021043,LF,8755
203021044,UEMP,347
203021044,LF,6284
203021045,UEMP,474
203021045,LF,6432
203021046,UEMP,254
203021046,LF,5165
203021047,UEMP,494
203021047,LF,6632
203031048,UEMP,355
203031048,LF,6029
203031049,UEMP,74
203031049,LF,2350
203031050,UEMP,468
203031050,LF,11457
203031051,UEMP,216
203031051,LF,2591
203031052,UEMP,59
203031052,LF,1556
203031053,UEMP,386
203031053,LF,9259
204011054,UEMP,137
204011054,LF,2787
204011055,UEMP,130
204011055,LF,2742
204011056,UEMP,372
204011056,LF,6415
204011057,UEMP,138
204011057,LF,4049
204011058,UEMP,82
204011058,LF,1849
204011059,UEMP,189
204011059,LF,2648
204011060,UEMP,93
204011060,LF,2251
204011061,UEMP,3
204011061,LF,72
204011062,UEMP,83
204011062,LF,1548
204021063,UEMP,254
204021063,LF,4244
204021064,UEMP,63
204021064,LF,1766
204021065,UEMP,89
204021065,LF,1849
204021066,UEMP,447
204021066,LF,8308
204021067,UEMP,172
204021067,LF,4923
204031068,UEMP,75
204031068,LF,2071
204031069,UEMP,118
204031069,LF,3800
204031070,UEMP,88
204031070,LF,1608
204031071,UEMP,106
204031071,LF,2145
204031072,UEMP,133
204031072,LF,2784
204031073,UEMP,420
204031073,LF,7379
204031074,UEMP,744
204031074,LF,11985
204031075,UEMP,87
204031075,LF,2329
205011076,UEMP,434
205011076,LF,7215
205011077,UEMP,155
205011077,LF,2906
205011078,UEMP,180
205011078,LF,3616
205011079,UEMP,479
205011079,LF,8831
205021080,UEMP,0
205021080,LF,4
205021081,UEMP,368
205021081,LF,6092
205021082,UEMP,186
205021082,LF,3662
205021083,UEMP,0
205021083,LF,0
205021084,UEMP,266
205021084,LF,3720
205021085,UEMP,226
205021085,LF,2527
205021086,UEMP,117
205021086,LF,2208
205031087,UEMP,186
205031087,LF,3693
205031088,UEMP,0
205031088,LF,46
205031089,UEMP,226
205031089,LF,4232
205031090,UEMP,221
205031090,LF,5e3
205031091,UEMP,254
205031091,LF,4303
205031092,UEMP,0
205031092,LF,12
205031093,UEMP,597
205031093,LF,8994
205041094,UEMP,455
205041094,LF,5315
205041095,UEMP,812
205041095,LF,6901
205041096,UEMP,753
205041096,LF,5225
205041097,UEMP,950
205041097,LF,12858
205041098,UEMP,181
205041098,LF,2266
205051099,UEMP,0
205051099,LF,17
205051100,UEMP,117
205051100,LF,1787
205051101,UEMP,347
205051101,LF,6415
205051102,UEMP,129
205051102,LF,1975
205051103,UEMP,445
205051103,LF,6600
205051104,UEMP,151
205051104,LF,2301
215011386,UEMP,201
215011386,LF,3451
215011387,UEMP,54
215011387,LF,1471
215011388,UEMP,411
215011388,LF,7779
215011389,UEMP,65
215011389,LF,1823
215011390,UEMP,143
215011390,LF,3014
215011391,UEMP,72
215011391,LF,1527
215011392,UEMP,192
215011392,LF,3597
215011393,UEMP,53
215011393,LF,1349
215011394,UEMP,136
215011394,LF,2735
215021395,UEMP,150
215021395,LF,3421
215021396,UEMP,154
215021396,LF,2151
215021398,UEMP,86
215021398,LF,1830
215021399,UEMP,175
215021399,LF,2627
215021469,UEMP,756
215021469,LF,7720
215021470,UEMP,459
215021470,LF,6531
215031400,UEMP,113
215031400,LF,2597
215031401,UEMP,114
215031401,LF,2988
215031402,UEMP,101
215031402,LF,1624
215031403,UEMP,86
215031403,LF,1311
215031404,UEMP,236
215031404,LF,4899
215031405,UEMP,140
215031405,LF,2822
216011406,UEMP,331
216011406,LF,6754
216011407,UEMP,254
216011407,LF,4832
216011408,UEMP,74
216011408,LF,1885
216011409,UEMP,79
216011409,LF,1674
216011410,UEMP,89
216011410,LF,1705
216021411,UEMP,157
216021411,LF,2516
216021412,UEMP,63
216021412,LF,1249
216021413,UEMP,249
216021413,LF,5665
216021414,UEMP,163
216021414,LF,3e3
216031415,UEMP,261
216031415,LF,3436
216031416,UEMP,554
216031416,LF,8626
216031417,UEMP,723
216031417,LF,9981
216031418,UEMP,79
216031418,LF,2079
216031419,UEMP,236
216031419,LF,4608
217011420,UEMP,187
217011420,LF,4045
217011421,UEMP,236
217011421,LF,4633
217011422,UEMP,340
217011422,LF,4788
217011423,UEMP,102
217011423,LF,2996
217031471,UEMP,64
217031471,LF,1468
217031472,UEMP,243
217031472,LF,5554
217031473,UEMP,84
217031473,LF,2726
217031474,UEMP,95
217031474,LF,2409
217031475,UEMP,129
217031475,LF,3582
217031476,UEMP,69
217031476,LF,1669
217041477,UEMP,123
217041477,LF,3274
217041478,UEMP,165
217041478,LF,4525
217041479,UEMP,547
217041479,LF,10396
217041480,UEMP,320
217041480,LF,6255
297979799,UEMP,0
297979799,LF,23
301011001,UEMP,568
301011001,LF,8874
301011002,UEMP,197
301011002,LF,4036
301011003,UEMP,439
301011003,LF,7788
301011004,UEMP,633
301011004,LF,9629
301011005,UEMP,130
301011005,LF,1962
301011006,UEMP,330
301011006,LF,6311
301021007,UEMP,421
301021007,LF,7013
301021008,UEMP,151
301021008,LF,2923
301021009,UEMP,470
301021009,LF,7909
301021011,UEMP,206
301021011,LF,4492
301021012,UEMP,413
301021012,LF,7930
301021013,UEMP,406
301021013,LF,7021
301021527,UEMP,387
301021527,LF,2874
301031014,UEMP,0
301031014,LF,3
301031015,UEMP,223
301031015,LF,3820
301031016,UEMP,386
301031016,LF,5958
301031017,UEMP,134
301031017,LF,2357
301031018,UEMP,281
301031018,LF,4811
301031019,UEMP,208
301031019,LF,4883
301031020,UEMP,462
301031020,LF,6861
301031021,UEMP,490
301031021,LF,7607
302011022,UEMP,263
302011022,LF,3900
302011023,UEMP,221
302011023,LF,4361
302011024,UEMP,257
302011024,LF,4562
302011025,UEMP,278
302011025,LF,4990
302011026,UEMP,219
302011026,LF,4222
302021027,UEMP,377
302021027,LF,6255
302021028,UEMP,363
302021028,LF,4680
302021029,UEMP,199
302021029,LF,3285
302021030,UEMP,125
302021030,LF,2282
302021031,UEMP,389
302021031,LF,8100
302021032,UEMP,242
302021032,LF,3692
302021033,UEMP,222
302021033,LF,3466
302021034,UEMP,251
302021034,LF,5413
302031035,UEMP,327
302031035,LF,4849
302031036,UEMP,3
302031036,LF,53
302031037,UEMP,30
302031037,LF,520
302031038,UEMP,223
302031038,LF,3871
302031039,UEMP,323
302031039,LF,5190
302031040,UEMP,467
302031040,LF,7767
302041041,UEMP,596
302041041,LF,8993
302041042,UEMP,276
302041042,LF,4935
302041043,UEMP,140
302041043,LF,1850
302041044,UEMP,186
302041044,LF,3209
302041045,UEMP,422
302041045,LF,6378
302041046,UEMP,415
302041046,LF,4593
303011047,UEMP,271
303011047,LF,6252
303011048,UEMP,193
303011048,LF,3231
303011049,UEMP,299
303011049,LF,6040
303011050,UEMP,210
303011050,LF,3777
303011051,UEMP,457
303011051,LF,8483
303021052,UEMP,521
303021052,LF,6920
303021053,UEMP,527
303021053,LF,9719
303021054,UEMP,224
303021054,LF,2726
303021055,UEMP,354
303021055,LF,5739
303021056,UEMP,248
303021056,LF,4379
303021057,UEMP,199
303021057,LF,3592
303021058,UEMP,300
303021058,LF,3237
303021059,UEMP,327
303021059,LF,5239
303031060,UEMP,651
303031060,LF,7855
303031061,UEMP,326
303031061,LF,2753
303031062,UEMP,316
303031062,LF,4331
303031063,UEMP,495
303031063,LF,8005
303031064,UEMP,193
303031064,LF,3336
303031065,UEMP,447
303031065,LF,4577
303031066,UEMP,352
303031066,LF,5451
303041067,UEMP,287
303041067,LF,2747
303041068,UEMP,380
303041068,LF,5848
303041069,UEMP,255
303041069,LF,2375
303041070,UEMP,336
303041070,LF,3820
303041071,UEMP,314
303041071,LF,5715
303051072,UEMP,325
303051072,LF,4394
303051073,UEMP,882
303051073,LF,10967
303051074,UEMP,177
303051074,LF,2632
303051075,UEMP,580
303051075,LF,8349
303051076,UEMP,597
303051076,LF,4385
303061077,UEMP,344
303061077,LF,3950
303061078,UEMP,714
303061078,LF,7494
303061079,UEMP,517
303061079,LF,4273
303061080,UEMP,853
303061080,LF,8586
304011081,UEMP,236
304011081,LF,3999
304011082,UEMP,239
304011082,LF,3841
304011083,UEMP,154
304011083,LF,2302
304011084,UEMP,258
304011084,LF,5101
304011085,UEMP,139
304011085,LF,2457
304021086,UEMP,310
304021086,LF,5413
304021087,UEMP,196
304021087,LF,3352
304021088,UEMP,364
304021088,LF,5380
304021089,UEMP,112
304021089,LF,2034
304021090,UEMP,294
304021090,LF,4582
304021091,UEMP,131
304021091,LF,2779
304031092,UEMP,199
304031092,LF,3919
304031093,UEMP,145
304031093,LF,2501
304031094,UEMP,609
304031094,LF,6531
304031095,UEMP,170
304031095,LF,3121
304031096,UEMP,926
304031096,LF,5514
304031097,UEMP,426
304031097,LF,5014
304041098,UEMP,258
304041098,LF,4944
304041099,UEMP,0
304041099,LF,11
304041100,UEMP,240
304041100,LF,3245
304041101,UEMP,240
304041101,LF,4456
304041102,UEMP,0
304041102,LF,0
304041103,UEMP,525
304041103,LF,8637
304041104,UEMP,320
304041104,LF,5264
305011105,UEMP,660
305011105,LF,6048
305011106,UEMP,327
305011106,LF,4866
305011107,UEMP,279
305011107,LF,3659
305011108,UEMP,409
305011108,LF,5329
305011109,UEMP,373
305011109,LF,7502
305011110,UEMP,386
305011110,LF,4184
305011111,UEMP,406
305011111,LF,3820
305011112,UEMP,374
305011112,LF,5627
305021113,UEMP,118
305021113,LF,2453
305021114,UEMP,171
305021114,LF,3810
305021115,UEMP,230
305021115,LF,3576
305021116,UEMP,119
305021116,LF,2941
305021117,UEMP,361
305021117,LF,7775
305021118,UEMP,185
305021118,LF,3811
305031119,UEMP,89
305031119,LF,1757
305031120,UEMP,155
305031120,LF,3647
305031121,UEMP,139
305031121,LF,2959
305031122,UEMP,326
305031122,LF,6142
305031123,UEMP,98
305031123,LF,2386
305031124,UEMP,187
305031124,LF,3782
305031125,UEMP,117
305031125,LF,2602
305031126,UEMP,594
305031126,LF,5147
305031127,UEMP,191
305031127,LF,3019
305031128,UEMP,340
305031128,LF,7223
305031129,UEMP,105
305031129,LF,2276
305031130,UEMP,282
305031130,LF,4534
305031131,UEMP,330
305031131,LF,5826
305041132,UEMP,351
305041132,LF,7423
305041133,UEMP,245
305041133,LF,3420
305041134,UEMP,266
305041134,LF,5327
305041135,UEMP,348
305041135,LF,6870
305041136,UEMP,199
305041136,LF,3491
305041137,UEMP,516
305041137,LF,6306
310011271,UEMP,213
310011271,LF,2359
310011272,UEMP,347
310011272,LF,3394
310011273,UEMP,1106
310011273,LF,14592
310011274,UEMP,1071
310011274,LF,6402
310011275,UEMP,247
310011275,LF,4008
310011276,UEMP,189
310011276,LF,1027
310021277,UEMP,278
310021277,LF,5507
310021278,UEMP,152
310021278,LF,1846
310021279,UEMP,0
310021279,LF,0
310021280,UEMP,761
310021280,LF,8342
310021281,UEMP,502
310021281,LF,5879
310021282,UEMP,364
310021282,LF,5625
310031283,UEMP,457
310031283,LF,4989
310031284,UEMP,420
310031284,LF,4054
310031285,UEMP,257
310031285,LF,3458
310031286,UEMP,324
310031286,LF,2980
310031287,UEMP,810
310031287,LF,7898
310031288,UEMP,126
310031288,LF,2497
310031289,UEMP,156
310031289,LF,3020
310031290,UEMP,177
310031290,LF,3327
310031291,UEMP,394
310031291,LF,2977
310031292,UEMP,259
310031292,LF,2731
310031293,UEMP,555
310031293,LF,7172
310031294,UEMP,125
310031294,LF,2655
310031295,UEMP,155
310031295,LF,984
310041296,UEMP,537
310041296,LF,7422
310041297,UEMP,422
310041297,LF,4707
310041298,UEMP,0
310041298,LF,3
310041299,UEMP,402
310041299,LF,4098
310041300,UEMP,638
310041300,LF,4412
310041301,UEMP,0
310041301,LF,0
310041302,UEMP,1089
310041302,LF,8724
310041303,UEMP,244
310041303,LF,3669
310041304,UEMP,596
310041304,LF,8573
311011305,UEMP,450
311011305,LF,5810
311021306,UEMP,456
311021306,LF,3605
311021307,UEMP,697
311021307,LF,5035
311021308,UEMP,303
311021308,LF,3689
311021309,UEMP,216
311021309,LF,2752
311021310,UEMP,199
311021310,LF,3301
311031311,UEMP,529
311031311,LF,5401
311031312,UEMP,350
311031312,LF,3509
311031313,UEMP,189
311031313,LF,2644
311031314,UEMP,597
311031314,LF,5183
311031315,UEMP,0
311031315,LF,0
311031316,UEMP,331
311031316,LF,4349
311031317,UEMP,723
311031317,LF,5945
311031318,UEMP,174
311031318,LF,2539
311031319,UEMP,591
311031319,LF,8460
311041320,UEMP,426
311041320,LF,6792
311041321,UEMP,824
311041321,LF,13179
311041322,UEMP,183
311041322,LF,3571
311051323,UEMP,359
311051323,LF,4640
311051324,UEMP,262
311051324,LF,4756
311051325,UEMP,395
311051325,LF,5890
311051326,UEMP,545
311051326,LF,4682
311051327,UEMP,396
311051327,LF,6714
311051328,UEMP,317
311051328,LF,3025
311061329,UEMP,247
311061329,LF,3518
311061330,UEMP,620
311061330,LF,3929
311061331,UEMP,423
311061331,LF,2059
311061332,UEMP,466
311061332,LF,8186
311061333,UEMP,529
311061333,LF,4492
311061334,UEMP,332
311061334,LF,4924
311061335,UEMP,243
311061335,LF,3283
311061336,UEMP,903
311061336,LF,4733
306011138,UEMP,150
306011138,LF,3021
306011139,UEMP,376
306011139,LF,5597
306011140,UEMP,99
306011140,LF,2031
306011141,UEMP,332
306011141,LF,6820
306011142,UEMP,527
306011142,LF,7539
306011143,UEMP,257
306011143,LF,3097
306021144,UEMP,306
306021144,LF,3936
306021145,UEMP,549
306021145,LF,5903
306021146,UEMP,243
306021146,LF,4004
306021147,UEMP,418
306021147,LF,5081
306021148,UEMP,305
306021148,LF,4244
306021149,UEMP,345
306021149,LF,4909
306021150,UEMP,0
306021150,LF,0
306021151,UEMP,357
306021151,LF,2481
306021152,UEMP,315
306021152,LF,2286
306021153,UEMP,272
306021153,LF,4401
306021154,UEMP,335
306021154,LF,2855
306021155,UEMP,192
306021155,LF,2128
306021156,UEMP,275
306021156,LF,4333
306021157,UEMP,263
306021157,LF,2183
306031158,UEMP,151
306031158,LF,2039
306031159,UEMP,420
306031159,LF,3949
306031160,UEMP,258
306031160,LF,3815
306031161,UEMP,335
306031161,LF,4920
306031162,UEMP,0
306031162,LF,0
306031163,UEMP,285
306031163,LF,626
306041164,UEMP,162
306041164,LF,2906
306041165,UEMP,128
306041165,LF,2877
306051166,UEMP,297
306051166,LF,4676
306051167,UEMP,269
306051167,LF,1978
306051168,UEMP,182
306051168,LF,2010
306051169,UEMP,235
306051169,LF,3806
306051170,UEMP,389
306051170,LF,4737
307011171,UEMP,99
307011171,LF,2255
307011172,UEMP,238
307011172,LF,3697
307011173,UEMP,103
307011173,LF,3116
307011174,UEMP,80
307011174,LF,1916
307011175,UEMP,73
307011175,LF,2052
307011176,UEMP,144
307011176,LF,3518
307011177,UEMP,101
307011177,LF,3084
307011178,UEMP,125
307011178,LF,1498
307021179,UEMP,233
307021179,LF,3590
307021180,UEMP,206
307021180,LF,3680
307021181,UEMP,78
307021181,LF,1486
307021182,UEMP,119
307021182,LF,2679
307021183,UEMP,525
307021183,LF,8132
307031184,UEMP,116
307031184,LF,2288
307031185,UEMP,84
307031185,LF,1964
307031186,UEMP,116
307031186,LF,2047
307031187,UEMP,154
307031187,LF,2107
307031188,UEMP,153
307031188,LF,2481
307031189,UEMP,443
307031189,LF,6472
308011190,UEMP,228
308011190,LF,3599
308011191,UEMP,192
308011191,LF,3863
308011192,UEMP,395
308011192,LF,7008
308031205,UEMP,384
308031205,LF,3145
308031206,UEMP,54
308031206,LF,862
308031207,UEMP,251
308031207,LF,2201
308031208,UEMP,350
308031208,LF,4669
308031209,UEMP,124
308031209,LF,2397
308031210,UEMP,551
308031210,LF,5560
308031211,UEMP,236
308031211,LF,2319
308031212,UEMP,174
308031212,LF,956
308031213,UEMP,356
308031213,LF,5101
308031214,UEMP,234
308031214,LF,2367
308031215,UEMP,268
308031215,LF,3263
308031216,UEMP,235
308031216,LF,2858
308031217,UEMP,216
308031217,LF,1413
308031218,UEMP,114
308031218,LF,1592
308031219,UEMP,152
308031219,LF,2056
308031220,UEMP,95
308031220,LF,1555
308031221,UEMP,0
308031221,LF,3
308031222,UEMP,311
308031222,LF,3713
308031223,UEMP,686
308031223,LF,8509
308041528,UEMP,180
308041528,LF,4513
308041529,UEMP,120
308041529,LF,2975
308051530,UEMP,299
308051530,LF,2451
308051531,UEMP,535
308051531,LF,4996
308051532,UEMP,0
308051532,LF,0
308051533,UEMP,725
308051533,LF,6897
308051534,UEMP,412
308051534,LF,2981
308051535,UEMP,528
308051535,LF,5708
308051536,UEMP,224
308051536,LF,1977
308051537,UEMP,0
308051537,LF,0
308051538,UEMP,327
308051538,LF,3122
308051539,UEMP,321
308051539,LF,2296
309011224,UEMP,241
309011224,LF,3999
309011225,UEMP,257
309011225,LF,4553
309011226,UEMP,391
309011226,LF,7018
309011227,UEMP,382
309011227,LF,6886
309011228,UEMP,402
309011228,LF,6208
309011229,UEMP,205
309011229,LF,3875
309021230,UEMP,195
309021230,LF,2747
309021231,UEMP,343
309021231,LF,5651
309021232,UEMP,299
309021232,LF,4495
309021233,UEMP,368
309021233,LF,5918
309021234,UEMP,477
309021234,LF,7565
309031235,UEMP,376
309031235,LF,5061
309031236,UEMP,390
309031236,LF,4315
309031237,UEMP,354
309031237,LF,4313
309031238,UEMP,876
309031238,LF,8595
309031239,UEMP,232
309031239,LF,4539
309031240,UEMP,270
309031240,LF,4109
309041241,UEMP,139
309041241,LF,2170
309041242,UEMP,355
309041242,LF,6695
309051243,UEMP,189
309051243,LF,3621
309051244,UEMP,536
309051244,LF,9406
309051245,UEMP,237
309051245,LF,4272
309061246,UEMP,421
309061246,LF,6405
309061247,UEMP,288
309061247,LF,4328
309061248,UEMP,760
309061248,LF,10035
309061249,UEMP,693
309061249,LF,9762
309061250,UEMP,235
309061250,LF,3956
309071251,UEMP,538
309071251,LF,6750
309071252,UEMP,562
309071252,LF,8615
309071253,UEMP,298
309071253,LF,5290
309071254,UEMP,104
309071254,LF,1875
309071255,UEMP,624
309071255,LF,10094
309071256,UEMP,557
309071256,LF,8420
309071257,UEMP,372
309071257,LF,4377
309071258,UEMP,1135
309071258,LF,16019
309081259,UEMP,99
309081259,LF,1846
309081260,UEMP,212
309081260,LF,3572
309081261,UEMP,845
309081261,LF,11865
309081262,UEMP,552
309081262,LF,7778
309091263,UEMP,387
309091263,LF,5811
309091264,UEMP,272
309091264,LF,3436
309091265,UEMP,361
309091265,LF,4701
309091540,UEMP,848
309091540,LF,7003
309091541,UEMP,723
309091541,LF,8127
309101267,UEMP,244
309101267,LF,4131
309101268,UEMP,126
309101268,LF,2360
309101269,UEMP,117
309101269,LF,1965
309101270,UEMP,1127
309101270,LF,12352
312011337,UEMP,363
312011337,LF,4182
312011338,UEMP,188
312011338,LF,4084
312011339,UEMP,82
312011339,LF,1828
312011340,UEMP,116
312011340,LF,1605
312011341,UEMP,252
312011341,LF,4573
312021342,UEMP,723
312021342,LF,7641
312021343,UEMP,160
312021343,LF,1770
312021344,UEMP,555
312021344,LF,6507
312021345,UEMP,0
312021345,LF,6
199999499,UEMP,941
199999499,LF,4272
299999499,UEMP,613
299999499,LF,2647
313011362,UEMP,532
313011362,LF,5766
313011363,UEMP,559
313011363,LF,5825
313021364,UEMP,127
313021364,LF,2161
313021365,UEMP,1368
313021365,LF,11357
313021366,UEMP,1067
313021366,LF,8601
313021367,UEMP,140
313021367,LF,2055
313021368,UEMP,421
313021368,LF,4033
313021369,UEMP,111
313021369,LF,2012
313031370,UEMP,158
313031370,LF,2359
313031371,UEMP,191
313031371,LF,3129
313041372,UEMP,508
313041372,LF,7056
313041373,UEMP,1053
313041373,LF,9309
313041374,UEMP,174
313041374,LF,2642
313041375,UEMP,660
313041375,LF,9844
313041376,UEMP,87
313041376,LF,1598
313051377,UEMP,289
313051377,LF,3916
313051378,UEMP,548
313051378,LF,5485
313051379,UEMP,425
313051379,LF,4368
313051380,UEMP,639
313051380,LF,7352
313051542,UEMP,367
313051542,LF,5777
314011382,UEMP,403
314011382,LF,8636
314011383,UEMP,535
314011383,LF,10743
314011384,UEMP,187
314011384,LF,4306
314011385,UEMP,223
314011385,LF,4544
314011386,UEMP,619
314011386,LF,12903
314011387,UEMP,281
314011387,LF,6128
314021388,UEMP,1067
314021388,LF,12037
314021389,UEMP,582
314021389,LF,9313
314021390,UEMP,1154
314021390,LF,15650
314031391,UEMP,398
314031391,LF,5148
314031392,UEMP,269
314031392,LF,3012
314031393,UEMP,342
314031393,LF,4666
314031394,UEMP,518
314031394,LF,6169
312021346,UEMP,260
312021346,LF,1773
312021347,UEMP,25
