"","STAT_UNIT","UNIT_MEASURE","EDU_LEVEL","EDU_CAT","SECTOR_EDU","EXPENDITURE_TYPE","SOURCE_FUND","FUND_FLOW","TEACH_EXPERIENCE","CONTRACT_TYPE","REF_AREA","TIME_PERIOD","OBS_VALUE","UNIT_MULT","FREQ","DECIMALS","OBS_STATUS"
"8840","XUNIT","PPP_CONST","L02","_T","_T","_T","GOV","FFNTR","_Z","_Z","ZA","2017","827.82673","0","A","5","A"
"8841","XUNIT","PPP_CONST","L2_3","_T","_T","_T","HH","FFNTR","_Z","_Z","CV","2016","100.08684","0","A","5","A"
"8842","EDU_EXP","GDP","L4","_T","_T","_T","GOV","_T","_Z","_Z","CK","2016","0","0","A","5","Z"
"8843","EDU_EXP","CUR_EXP","L3","_T","INST_PUB","CUR_COMPT","GOV","FFNTP","_T","_T","RW","2016","50.80184","0","A","5","E"
"8844","EDU_EXP","GDP","L3","_T","_T","_T","GOV","FFNTR","_Z","_Z","MC","2016","0.27334","0","A","5","A"
"8845","EDU_EXP","USD_CONST","_X","_T","_T","_T","GOV","_T","_Z","_Z","SG","2016","977.85132","0","A","5","A"
"8846","XUNIT","USD_CONST","L2","_T","_T","CUR","GOV","FFNTP","_Z","_Z","NE","2016","66.32971","0","A","5","A"
"8847","XUNIT","USD_CONST","L2","_T","_T","CUR","GOV","FFNTP","_Z","_Z","NE","2017","60.39101","0","A","5","A"
"8848","EDU_EXP","PPP_CONST","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","JP","2016","69581.33536","0","A","5","A"
"8849","EDU_EXP","GNI","L4","_T","_T","CUR","GOV","_T","_Z","_Z","ID","2017","0","0","A","5","Z"
"8850","XUNIT","PPP","L1","_T","_T","_T","GOV","FFNTP","_Z","_Z","MV","2016","2320.65104","0","A","5","A"
"8851","XUNIT","USD_CONST","L5T8","_T","_T","_T","HH","FFNTR","_Z","_Z","ML","2016","0","0","A","5","A"
"8852","EDU_EXP","CUR_EXP","L3","_T","_T","CUR","GOV","_T","_Z","_Z","SV","2016","10.94541","0","A","5","A"
"8853","EDU_EXP","CUR_EXP","L3","_T","_T","CUR","GOV","_T","_Z","_Z","SV","2017","11.86886","0","A","5","A"
"8854","XUNIT","PPP_CONST","L2","_T","_T","_T","GOV","FFNTR","_Z","_Z","NE","2016","161.49178","0","A","5","A"
"8855","XUNIT","PPP_CONST","L2","_T","_T","_T","GOV","FFNTR","_Z","_Z","NE","2017","152.97775","0","A","5","A"
"8856","XUNIT","GDP_CAP","L2","_T","_T","CUR","GOV","FFNTP","_Z","_Z","CH","2016","28.37688","0","A","5","A"
"8857","EDU_EXP","GDP","_T","_T","INST_T","_T","GOV","_T","_Z","_Z","UA","2016","5.01437","0","A","5","A"
"8858","EDU_EXP","GOV_EXP_EDU","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","JM","2016","38.94375","0","A","5","A"
"8859","EDU_EXP","GOV_EXP_EDU","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","JM","2017","36.25373","0","A","5","A"
"8860","XUNIT","GDP_CAP","L5T8","_T","_T","_T","GOV","FFNTR","_Z","_Z","MO","2016","23.18528","0","A","5","A"
"8861","EDU_EXP","CUR_EXP","_X","_T","_T","CUR","GOV","_T","_Z","_Z","CL","2016","0","0","A","5","A"
"8862","EDU_EXP","GOV_EXP_EDU","L1","_T","_T","CUR_TRF","GOV","_T","_Z","_Z","HK","2016","95.09141","0","A","5","A"
"8863","EDU_EXP","GOV_EXP_EDU","L1","_T","_T","CUR_TRF","GOV","_T","_Z","_Z","HK","2017","95.25247","0","A","5","A"
"8864","EDU_EXP","GNI","L2","_T","_T","CUR","GOV","_T","_Z","_Z","SC","2016","0.72195","0","A","5","A"
"8865","EDU_EXP","CUR_EXP","L3","_T","INST_PUB","CUR_COMP","GOV","FFNTP","_Z","_Z","CO","2016","92.96742","0","A","5","A"
"8866","EDU_EXP","CUR_EXP","L3","_T","INST_PUB","CUR_COMP","GOV","FFNTP","_Z","_Z","CO","2017","93.18655","0","A","5","A"
"8867","EDU_EXP","USD","_X","_T","_T","_T","GOV","_T","_Z","_Z","GD","2016","1.88889","0","A","5","A"
"8868","XUNIT","GDP_CAP","L2_3","_T","_T","_T","GOV","FFNTP","_Z","_Z","UA","2016","25.65799","0","A","5","A"
"8869","EDU_EXP","PPP","_X","_T","_T","_T","GOV","_T","_Z","_Z","BN","2016","0","0","A","5","Z"
"8870","EDU_EXP","GDP","_T","_T","_T","_T","GOV","_T","_Z","_Z","MW","2016","4.74857","0","A","5","A"
"8871","EDU_EXP","GDP","_T","_T","_T","_T","GOV","_T","_Z","_Z","MW","2017","4.03133","0","A","5","E"
"8872","XUNIT","GNI_CAP","L02","_T","_T","_T","GOV","FFNTP","_Z","_Z","AR","2016","13.16404","0","A","5","A"
"8873","EDU_EXP","GDP","L4","_T","_T","CUR","GOV","_T","_Z","_Z","JO","2016","0","0","A","5","Z"
"8874","EDU_EXP","GDP","L4","_T","_T","CUR","GOV","_T","_Z","_Z","JO","2017","0","0","A","5","Z"
"8875","XUNIT","PPP","L2","_T","_T","_T","GOV","FFNTR","_Z","_Z","RW","2016","567.38383","0","A","5","E"
"8876","EDU_EXP","GNI","L3","_T","_T","CUR","GOV","_T","_Z","_Z","MD","2016","0.58309","0","A","5","A"
"8877","EDU_EXP","GNI","L3","_T","_T","CUR","GOV","_T","_Z","_Z","MD","2017","0.56877","0","A","5","A"
"8878","EDU_EXP","EXP_T","L1","_T","INST_PUB","CAP","GOV","FFNTP","_Z","_Z","LK","2016","26.43795","0","A","5","A"
"8879","EDU_EXP","EXP_T","L1","_T","INST_PUB","CAP","GOV","FFNTP","_Z","_Z","LK","2017","14.29282","0","A","5","A"
"8880","XUNIT","USD","L5T8","_T","_T","CUR","GOV","FFNTP","_Z","_Z","AR","2016","2047.30794","0","A","5","A"
"8881","EDU_EXP","GDP","_T","_T","_T","_T","GOV","FFNTR","_Z","_Z","GB","2016","5.54179","0","A","5","A"
"8882","EDU_EXP","PPP_CONST","L3","_T","_T","_T","GOV","_T","_Z","_Z","SV","2016","241.12409","0","A","5","A"
"8883","EDU_EXP","PPP_CONST","L3","_T","_T","_T","GOV","_T","_Z","_Z","SV","2017","256.98417","0","A","5","A"
"8884","EDU_EXP","CUR_EXP","L4","_T","INST_PUB","CUR_COMPO","GOV","FFNTP","_Z","_Z","AF","2016","22.32994","0","A","5","A"
"8885","EDU_EXP","CUR_EXP","L4","_T","INST_PUB","CUR_COMPO","GOV","FFNTP","_Z","_Z","AF","2017","22.02329","0","A","5","A"
"8886","EDU_EXP","GOV_EXP_T","_T","_T","_T","_T","GOV","_T","_Z","_Z","BY","2016","12.15878","0","A","5","A"
"8887","EDU_EXP","GOV_EXP_T","_T","_T","_T","_T","GOV","_T","_Z","_Z","BY","2017","12.28169","0","A","5","A"
"8888","EDU_EXP","GDP","L5T8","_T","_T","_T","HH","_T","_Z","_Z","BY","2016","0.26159","0","A","5","A"
"8889","EDU_EXP","GDP","L5T8","_T","_T","_T","HH","_T","_Z","_Z","BY","2017","0.24506","0","A","5","A"
"8890","EDU_EXP","EXP_T","L2","_T","INST_PUB","CUR","GOV","FFNTP","_Z","_Z","MD","2016","90.16037","0","A","5","A"
"8891","EDU_EXP","EXP_T","L2","_T","INST_PUB","CUR","GOV","FFNTP","_Z","_Z","MD","2017","86.74975","0","A","5","A"
"8892","EDU_EXP","GDP","L2","_T","_T","CUR","GOV","_T","_Z","_Z","IR","2017","0.50077","0","A","5","A"
"8893","XUNIT","USD","L02","_T","_T","CUR","GOV","FFNTP","_Z","_Z","AD","2016","5024.30716","0","A","5","A"
"8894","XUNIT","USD","L02","_T","_T","CUR","GOV","FFNTP","_Z","_Z","AD","2017","5012.08447","0","A","5","A"
"8895","EDU_EXP","GDP","L4","_T","INST_T","_T","GOV","_T","_Z","_Z","RW","2016","0.08761","0","A","5","E"
"8896","EDU_EXP","GDP","L02","_T","_T","_T","GOV","_T","_Z","_Z","BM","2017","0.09642","0","A","5","A"
"8897","XUNIT","GDP_CAP","L1","_T","_T","_T","GOV","FFNTP","_Z","_Z","BB","2016","20.67117","0","A","5","A"
"8898","EDU_EXP","EXP_T","L4","_T","INST_PUB","CAP","GOV","FFNTP","_Z","_Z","ID","2017","0","0","A","5","Z"
"8899","EDU_EXP","USD_CONST","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","BN","2016","348.16499","0","A","5","A"
"8900","EDU_EXP","EXP_T","_T","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","MD","2016","32.70389","0","A","5","A"
"8901","EDU_EXP","EXP_T","_T","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","MD","2017","24.85968","0","A","5","A"
"8902","XUNIT","GDP_CAP","L2_3","_T","_T","_T","HH","FFNTR","_Z","_Z","KZ","2016","1.26423","0","A","5","A"
"8903","XUNIT","GDP_CAP","L2_3","_T","_T","_T","HH","FFNTR","_Z","_Z","KZ","2017","1.24271","0","A","5","A"
"8904","EDU_EXP","CUR_EXP","L3","_T","_T","CUR","GOV","_T","_Z","_Z","LK","2016","23.90216","0","A","5","A"
"8905","EDU_EXP","CUR_EXP","L3","_T","_T","CUR","GOV","_T","_Z","_Z","LK","2017","23.82229","0","A","5","A"
"8906","EDU_EXP","GDP","_T","_T","_T","_T","HH","_T","_Z","_Z","BB","2017","1.55632","0","A","5","A"
"8907","XUNIT","PPP_CONST","L3","_T","_T","_T","GOV","FFNTR","_Z","_Z","SV","2016","1026.72249","0","A","5","A"
"8908","XUNIT","PPP_CONST","L3","_T","_T","_T","GOV","FFNTR","_Z","_Z","SV","2017","1136.58245","0","A","5","A"
"8909","EDU_EXP","PPP","_T","_T","_T","_T","GOV","_T","_Z","_Z","RW","2016","758.82678","0","A","5","E"
"8910","EDU_EXP","PPP","_T","_T","_T","_T","GOV","_T","_Z","_Z","RW","2017","737.60348","0","A","5","E"
"8911","XUNIT","GDP_CAP","L5T8","_T","_T","_T","GOV","FFNTP","_Z","_Z","MM","2017","16.74945","0","A","5","A"
"8912","EDU_EXP","GOV_EXP_T","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","ZA","2017","2.68954","0","A","5","A"
"8913","EDU_EXP","GNI","L1","_T","_T","_T","GOV","_T","_Z","_Z","JM","2016","1.96907","0","A","5","A"
"8914","EDU_EXP","GNI","L1","_T","_T","_T","GOV","_T","_Z","_Z","JM","2017","2.08330","0","A","5","A"
"8915","EDU_EXP","GOV_EXP_EDU","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","OM","2016","20.68220","0","A","5","A"
"8916","EDU_EXP","GOV_EXP_EDU","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","OM","2017","28.70938","0","A","5","A"
"8917","XUNIT","USD","L2","_T","_T","_T","GOV","FFNTR","_Z","_Z","AF","2016","69.87430","0","A","5","A"
"8918","XUNIT","USD","L2","_T","_T","_T","GOV","FFNTR","_Z","_Z","AF","2017","64.83407","0","A","5","A"
"8919","EDU_EXP","PPP_CONST","L4","_T","_T","_T","GOV","_T","_Z","_Z","CL","2016","0","0","A","5","Z"
"8920","XUNIT","GNI_CAP","L3","_T","_T","_T","GOV","FFNTP","_Z","_Z","SC","2016","15.08592","0","A","5","A"
"8921","EDU_EXP","EXP_T","L3","_T","INST_PUB","CAP","GOV","FFNTP","_Z","_Z","ML","2016","3.50675","0","A","5","A"
"8922","XUNIT","GDP_CAP","L4","_T","_T","_T","GOV","FFNTP","_Z","_Z","CO","2016","0","0","A","5","A"
"8923","XUNIT","GDP_CAP","L4","_T","_T","_T","GOV","FFNTP","_Z","_Z","CO","2017","0","0","A","5","A"
"8924","EDU_EXP","EXP_T","_T","_T","INST_PUB","CUR_COMPT","GOV","FFNTP","_T","_T","MY","2016","47.34188","0","A","5","A"
"8925","EDU_EXP","EXP_T","_T","_T","INST_PUB","CUR_COMPT","GOV","FFNTP","_T","_T","MY","2017","52.04770","0","A","5","A"
"8926","XUNIT","USD","L2","_T","_T","_T","GOV","FFNTR","_Z","_Z","JP","2016","8456.89669","0","A","5","A"
"8927","EDU_EXP","EXP_T","L3","_T","INST_PUB","CUR_COMPO","GOV","FFNTP","_Z","_Z","TG","2016","7.96817","0","A","5","A"
"8928","EDU_EXP","GOV_EXP_EDU","L2","_T","_T","_T","GOV","_T","_Z","_Z","AF","2016","14.56996","0","A","5","E"
"8929","EDU_EXP","GOV_EXP_EDU","L2","_T","_T","_T","GOV","_T","_Z","_Z","AF","2017","14.85275","0","A","5","E"
"8930","XUNIT","USD_CONST","L02","_T","_T","_T","GOV","FFNTP","_Z","_Z","ZA","2017","360.93060","0","A","5","A"
"8931","EDU_EXP","GDP","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","ZA","2017","1.80148","0","A","5","A"
"8932","EDU_EXP","EXP_T","L1","_T","INST_PUB","CUR_COMPT","GOV","FFNTP","_T","_T","JM","2016","77.62570","0","A","5","A"
"8933","EDU_EXP","EXP_T","L1","_T","INST_PUB","CUR_COMPT","GOV","FFNTP","_T","_T","JM","2017","76.33146","0","A","5","A"
"8934","XUNIT","GDP_CAP","L5T8","_T","_T","CUR","GOV","FFNTP","_Z","_Z","PE","2016","9.04739","0","A","5","A"
"8935","XUNIT","GDP_CAP","L3","_T","_T","_T","GOV","FFNTP","_Z","_Z","AF","2016","10.97099","0","A","5","A"
"8936","XUNIT","GDP_CAP","L3","_T","_T","_T","GOV","FFNTP","_Z","_Z","AF","2017","9.97344","0","A","5","A"
"8937","XUNIT","USD_CONST","L02","_T","_T","_T","GOV","FFNTP","_Z","_Z","HK","2016","2626.84807","0","A","5","A"
"8938","XUNIT","USD_CONST","L02","_T","_T","_T","GOV","FFNTP","_Z","_Z","HK","2017","2973.04348","0","A","5","A"
"8939","EDU_EXP","GOV_EXP_EDU","L02T3","_T","_T","_T","GOV","_T","_Z","_Z","MC","2016","47.15988","0","A","5","A"
"8940","XUNIT","PPP_CONST","L2_3","_T","_T","_T","GOV","FFNTR","_Z","_Z","CR","2016","3917.00398","0","A","5","A"
"8941","EDU_EXP","EXP_T","L02","_T","INST_PUB","CUR","GOV","FFNTP","_Z","_Z","PY","2016","93.38997","0","A","5","A"
"8942","EDU_EXP","USD_CONST","L1","_T","_T","_T","GOV","_T","_Z","_Z","CR","2016","1380.34921","0","A","5","A"
"8943","EDU_EXP","USD_CONST","L1","_T","_T","_T","GOV","_T","_Z","_Z","CR","2017","1264.02829","0","A","5","A"
"8944","XUNIT","GDP_CAP","L5T8","_T","_T","_T","HH","FFNTR","_Z","_Z","PE","2016","17.61503","0","A","5","A"
"8945","XUNIT","PPP_CONST","L2","_T","_T","_T","GOV","FFNTP","_Z","_Z","SC","2016","4448.63136","0","A","5","A"
"8946","XUNIT","USD","L3","_T","_T","CUR","GOV","FFNTP","_Z","_Z","SL","2016","49.05734","0","A","5","A"
"8947","XUNIT","USD","L3","_T","_T","CUR","GOV","FFNTP","_Z","_Z","SL","2017","91.43423","0","A","5","A"
"8948","EDU_EXP","PPP_CONST","L4","_T","_T","_T","GOV","_T","_Z","_Z","WS","2016","4.71488","0","A","5","A"
"8949","EDU_EXP","GOV_EXP_EDU","L2_3","_T","_T","CUR_TRF","GOV","_T","_Z","_Z","ML","2016","96.73426","0","A","5","A"
"8950","EDU_EXP","PPP","_T","_T","_T","_T","GOV","_T","_Z","_Z","AL","2016","1314.74888","0","A","5","A"
"8951","EDU_EXP","GOV_EXP_EDU","L1","_T","_T","CUR_TRF","GOV","_T","_Z","_Z","JM","2016","97.62185","0","A","5","A"
"8952","EDU_EXP","GOV_EXP_EDU","L1","_T","_T","CUR_TRF","GOV","_T","_Z","_Z","JM","2017","98.10062","0","A","5","A"
"8953","EDU_EXP","CUR_EXP","L2_3","_T","INST_PUB","CUR_COMPT","GOV","FFNTP","_T","_T","KN","2016","95.83107","0","A","5","A"
"8954","EDU_EXP","EXP_T","_T","_T","INST_PUB","CUR_COMPO","GOV","FFNTP","_Z","_Z","BD","2016","13.43760","0","A","5","A"
"8955","EDU_EXP","GOV_EXP_EDU","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","BZ","2016","10.06137","0","A","5","A"
"8956","EDU_EXP","GOV_EXP_EDU","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","BZ","2017","10.93181","0","A","5","A"
"8957","EDU_EXP","PPP_CONST","L02","_T","_T","_T","GOV","_T","_Z","_Z","ML","2016","3.78971","0","A","5","A"
"8958","XUNIT","PPP","L2_3","_T","_T","_T","GOV","FFNTR","_Z","_Z","KZ","2016","5362.94253","0","A","5","A"
"8959","XUNIT","PPP","L2_3","_T","_T","_T","GOV","FFNTR","_Z","_Z","KZ","2017","5334.96953","0","A","5","A"
"8960","EDU_EXP","GNI","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","DO","2016","1.41447","0","A","5","A"
"8961","EDU_EXP","GNI","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","DO","2017","1.72575","0","A","5","A"
"8962","EDU_EXP","EXP_T","L2_3","_T","INST_PUB","CUR_COMPO","GOV","FFNTP","_Z","_Z","BD","2016","8.39867","0","A","5","A"
"8963","EDU_EXP","GNI","L02","_T","_T","_T","GOV","_T","_Z","_Z","TG","2016","0.07753","0","A","5","A"
"8964","EDU_EXP","EXP_T","L5T8","_T","INST_PUB","CUR","GOV","FFNTP","_Z","_Z","JO","2016","68.05286","0","A","5","A"
"8965","EDU_EXP","EXP_T","L5T8","_T","INST_PUB","CUR","GOV","FFNTP","_Z","_Z","JO","2017","94.46801","0","A","5","A"
"8966","EDU_EXP","GDP","L1","_T","INST_T","_T","GOV","_T","_Z","_Z","SL","2016","1.09112","0","A","5","A"
"8967","EDU_EXP","GDP","L1","_T","INST_T","_T","GOV","_T","_Z","_Z","SL","2017","0.94529","0","A","5","A"
"8968","EDU_EXP","CUR_EXP","L5T8","_T","_T","CUR","GOV","_T","_Z","_Z","MV","2016","20.72994","0","A","5","A"
"8969","EDU_EXP","GDP","L4","_T","_T","CUR","GOV","_T","_Z","_Z","AR","2016","0","0","A","5","Z"
"8970","XUNIT","PPP_CONST","L02","_T","_T","_T","GOV","FFNTP","_Z","_Z","NE","2016","499.06210","0","A","5","A"
"8971","XUNIT","PPP_CONST","L02","_T","_T","_T","GOV","FFNTP","_Z","_Z","NE","2017","462.02423","0","A","5","A"
"8972","EDU_EXP","CUR_EXP","L3","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","DJ","2016","9.64712","0","A","5","A"
"8973","EDU_EXP","EXP_T","L02","_T","INST_PUB","CAP","GOV","FFNTP","_Z","_Z","MA","2017","0","0","A","5","Z"
"8974","XUNIT","GDP_CAP","L2_3","_T","_T","_T","GOV","FFNTR","_Z","_Z","CR","2016","23.90305","0","A","5","A"
"8975","XUNIT","GNI_CAP","L2","_T","_T","_T","GOV","FFNTP","_Z","_Z","IR","2016","12.62236","0","A","5","A"
"8976","XUNIT","GNI_CAP","L2","_T","_T","_T","GOV","FFNTP","_Z","_Z","IR","2017","12.73982","0","A","5","A"
"8977","EDU_EXP","EXP_T","L5T8","_T","INST_PUB","CAP","GOV","FFNTP","_Z","_Z","LC","2016","0","0","A","5","A"
"8978","EDU_EXP","GOV_EXP_EDU","L02","_T","_T","_T","GOV","_T","_Z","_Z","MN","2016","25.10132","0","A","5","A"
"8979","EDU_EXP","GOV_EXP_EDU","L02","_T","_T","_T","GOV","_T","_Z","_Z","MN","2017","26.32193","0","A","5","A"
"8980","EDU_EXP","GNI","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","CR","2016","2.38363","0","A","5","A"
"8981","EDU_EXP","GNI","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","CR","2017","2.49328","0","A","5","A"
"8982","XUNIT","USD","L02","_T","_T","_T","GOV","FFNTR","_Z","_Z","PE","2016","706.40599","0","A","5","A"
"8983","XUNIT","USD","L02","_T","_T","_T","GOV","FFNTR","_Z","_Z","PE","2017","816.60383","0","A","5","A"
"8984","XUNIT","PPP_CONST","L1","_T","_T","CUR","GOV","FFNTP","_Z","_Z","EC","2016","1059.69531","0","A","5","A"
"8985","EDU_EXP","GDP","_T","_T","_T","CUR","GOV","_T","_Z","_Z","OM","2016","4.88541","0","A","5","A"
"8986","EDU_EXP","GDP","_T","_T","_T","CUR","GOV","_T","_Z","_Z","OM","2017","6.07318","0","A","5","A"
"8987","EDU_EXP","PPP_CONST","L2T4","C5","_T","_T","GOV","_T","_Z","_Z","GB","2016","17867.43032","0","A","5","A"
"8988","EDU_EXP","GOV_EXP_T","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","LK","2016","2.14936","0","A","5","A"
"8989","EDU_EXP","GOV_EXP_T","L5T8","_T","_T","_T","GOV","_T","_Z","_Z","LK","2017","1.87980","0","A","5","A"
"8990","EDU_EXP","EXP_T","_T","_T","INST_PUB","CUR_COMP","GOV","FFNTP","_Z","_Z","MO","2016","60.31807","0","A","5","A"
"8991","EDU_EXP","EXP_T","L5T8","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","BD","2016","4.49880","0","A","5","A"
"8992","EDU_EXP","EXP_T","L2_3","_T","INST_PUB","CAP","GOV","FFNTP","_Z","_Z","RW","2016","17.54464","0","A","5","E"
"8993","EDU_EXP","USD_CONST","L02","_T","_T","_T","GOV","_T","_Z","_Z","MV","2016","19.46592","0","A","5","A"
"8994","XUNIT","USD","L4","_T","_T","_T","GOV","FFNTP","_Z","_Z","MD","2016","745.85594","0","A","5","A"
"8995","XUNIT","USD","L4","_T","_T","_T","GOV","FFNTP","_Z","_Z","MD","2017","776.28697","0","A","5","A"
"8996","EDU_EXP","GDP","L1","_T","INST_T","_T","GOV","_T","_Z","_Z","JO","2016","1.65740","0","A","5","A"
"8997","EDU_EXP","GDP","L1","_T","INST_T","_T","GOV","_T","_Z","_Z","JO","2017","1.55652","0","A","5","A"
"8998","EDU_EXP","GOV_EXP_EDU","L2_3","_T","_T","CUR_TRF","GOV","_T","_Z","_Z","MV","2016","99.12021","0","A","5","A"
"8999","XUNIT","USD","L1","_T","_T","_T","GOV","FFNTR","_Z","_Z","PE","2016","712.30168","0","A","5","A"
"9000","XUNIT","USD","L1","_T","_T","_T","GOV","FFNTR","_Z","_Z","PE","2017","777.86378","0","A","5","A"
"9001","EDU_EXP","EXP_T","L2","_T","INST_PUB","CUR","GOV","FFNTP","_Z","_Z","CR","2016","100","0","A","5","A"
"9002","EDU_EXP","EXP_T","L2","_T","INST_PUB","CUR","GOV","FFNTP","_Z","_Z","CR","2017","99.82101","0","A","5","A"
"9003","XUNIT","USD_CONST","L3","_T","_T","_T","GOV","FFNTR","_Z","_Z","EC","2016","226.79184","0","A","5","A"
"9004","EDU_EXP","CUR_EXP","L1","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","PY","2016","24.88792","0","A","5","A"
"9005","EDU_EXP","GDP","L02","_T","_T","_T","GOV","_T","_Z","_Z","AD","2016","0.41390","0","A","5","A"
"9006","EDU_EXP","GDP","L02","_T","_T","_T","GOV","_T","_Z","_Z","AD","2017","0.38065","0","A","5","A"
"9007","EDU_EXP","EXP_T","L3","_T","INST_PUB","CAP","GOV","FFNTP","_Z","_Z","LK","2016","26.82255","0","A","5","A"
"9008","EDU_EXP","EXP_T","L3","_T","INST_PUB","CAP","GOV","FFNTP","_Z","_Z","LK","2017","19.56463","0","A","5","A"
"9009","XUNIT","USD","L5T8","_T","_T","_T","GOV","FFNTP","_Z","_Z","KZ","2016","763.49751","0","A","5","A"
"9010","XUNIT","USD","L5T8","_T","_T","_T","GOV","FFNTP","_Z","_Z","KZ","2017","773.45542","0","A","5","A"
"9011","EDU_EXP","GOV_EXP_EDU","L02T3","_T","_T","_T","GOV","_T","_Z","_Z","CO","2016","76.43850","0","A","5","A"
"9012","EDU_EXP","GOV_EXP_EDU","L02T3","_T","_T","_T","GOV","_T","_Z","_Z","CO","2017","80.97134","0","A","5","A"
"9013","EDU_EXP","CUR_EXP","L2","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","JO","2017","8.89567","0","A","5","A"
"9014","EDU_EXP","GDP","L2","_T","_T","_T","GOV","FFNTR","_Z","_Z","MN","2016","0.81226","0","A","5","A"
"9015","EDU_EXP","GDP","L2","_T","_T","_T","GOV","FFNTR","_Z","_Z","MN","2017","0.73344","0","A","5","A"
"9016","XUNIT","GDP_CAP","L02","_T","_T","CUR","GOV","FFNTP","_Z","_Z","GB","2016","9.11085","0","A","5","A"
"9017","XUNIT","PPP","L2","_T","_T","CUR","GOV","FFNTP","_Z","_Z","PY","2016","1159.13556","0","A","5","A"
"9018","XUNIT","PPP_CONST","L3","_T","_T","_T","GOV","FFNTR","_Z","_Z","SN","2016","1066.86157","0","A","5","A"
"9019","EDU_EXP","GOV_EXP_EDU","L1","_T","_T","CUR_TRF","GOV","_T","_Z","_Z","EC","2016","98.42858","0","A","5","A"
"9020","EDU_EXP","USD","L4","_T","_T","_T","GOV","_T","_Z","_Z","ZA","2017","621.14204","0","A","5","A"
"9021","EDU_EXP","USD","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","AF","2016","178.75878","0","A","5","A"
"9022","EDU_EXP","USD","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","AF","2017","181.89376","0","A","5","A"
"9023","EDU_EXP","GDP","L3","_T","_T","CUR","GOV","_T","_Z","_Z","BF","2016","0.39335","0","A","5","A"
"9024","XUNIT","USD_CONST","L1","_T","_T","_T","GOV","FFNTP","_Z","_Z","KZ","2017","21.39653","0","A","5","A"
"9025","EDU_EXP","GOV_EXP_T","L02","_T","_T","_T","GOV","_T","_Z","_Z","PE","2016","2.79572","0","A","5","A"
"9026","EDU_EXP","GOV_EXP_T","L02","_T","_T","_T","GOV","_T","_Z","_Z","PE","2017","2.91874","0","A","5","A"
"9027","EDU_EXP","CUR_EXP","L4","_T","_T","CUR","GOV","_T","_Z","_Z","CO","2016","0","0","A","5","A"
"9028","EDU_EXP","CUR_EXP","L4","_T","_T","CUR","GOV","_T","_Z","_Z","CO","2017","0","0","A","5","A"
"9029","EDU_EXP","PPP","L1","_T","_T","_T","GOV","_T","_Z","_Z","CV","2016","74.02640","0","A","5","A"
"9030","EDU_EXP","PPP","L1","_T","_T","_T","GOV","_T","_Z","_Z","CV","2017","74.29191","0","A","5","A"
"9031","EDU_EXP","USD","L2_3","_T","_T","_T","GOV","_T","_Z","_Z","AR","2016","12656.56425","0","A","5","A"
"9032","XUNIT","USD_CONST","L4","_T","_T","_T","GOV","FFNTP","_Z","_Z","GN","2016","0","0","A","5","Z"
"9033","XUNIT","USD_CONST","L4","_T","_T","_T","GOV","FFNTP","_Z","_Z","GN","2017","0","0","A","5","Z"
"9034","EDU_EXP","GNI","L5T8","_T","_T","CUR","GOV","_T","_Z","_Z","MU","2016","0.29280","0","A","5","A"
"9035","EDU_EXP","GNI","L5T8","_T","_T","CUR","GOV","_T","_Z","_Z","MU","2017","0.28328","0","A","5","A"
"9036","EDU_EXP","EXP_T","L5T8","_T","INST_PUB","CUR_COMP","GOV","FFNTP","_Z","_Z","AZ","2016","14.44552","0","A","5","A"
"9037","EDU_EXP","EXP_T","_T","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","MY","2016","24.35468","0","A","5","A"
"9038","EDU_EXP","EXP_T","_T","_T","INST_PUB","CUR_O","GOV","FFNTP","_Z","_Z","MY","2017","21.54480","0","A","5","A"
"9039","XUNIT","USD","L2_3","_T","_T","CUR","GOV","FFNTP","_Z","_Z","GT","2016","200.96771","0","A","5","A"
"9040","XUNIT","USD","L2_3","_T","_T","CUR","GOV","FFNTP","_Z","_Z","GT","2017","209.53412","0","A","5","A"
