SA2_CODE,ENG_NOT_WELL,ENG_ONLY,ENG_UNKNOWN,ENG_V_WELL,ENG_WELL,ENG_NOT_WELL_CHILD,ENG_NOT_WELL_RETIRED,ENG_NOT_WELL_WORKING_AGE,ENG_ONLY_CHILD,ENG_ONLY_RETIRED,ENG_ONLY_WORKING_AGE,ENG_UNKNOWN_CHILD,ENG_UNKNOWN_RETIRED,ENG_UNKNOWN_WORKING_AGE,ENG_V_WELL_CHILD,ENG_V_WELL_RETIRED,ENG_V_WELL_WORKING_AGE,ENG_WELL_CHILD,ENG_WELL_RETIRED,ENG_WELL_WORKING_AGE,PERC_ENG_ONLY,PERC_ENG_NOT_WELL,ENG_PROFICIENT
120031393,1301,8207,1067,4549,2111,138,559,604,1803,1094,5310,195,252,620,674,384,3491,173,562,1376,0.47618218740934143,0.07548592979402378,14867
120031394,821,10593,1333,2860,1212,53,476,292,1889,823,7881,179,228,926,356,192,2312,72,362,778,0.6298234139960759,0.048813841488792434,14665
120031395,616,8651,801,2368,1030,51,390,175,1731,831,6089,135,151,515,291,267,1810,75,375,580,0.6424327937026586,0.04574483885340858,12049
120031396,1696,3368,2133,5602,3363,237,193,1266,648,256,2464,451,210,1472,778,142,4682,352,163,2848,0.20839005073629502,0.10493750773419132,12333
120031575,2375,7283,2110,8395,4880,208,468,1699,1367,1289,4627,370,432,1308,898,654,6843,300,532,4048,0.2908197899612666,0.09483688056542747,20558
120031576,203,1441,228,1212,441,14,66,123,327,173,941,50,40,138,192,95,925,49,95,297,0.40879432624113476,0.057588652482269506,3094
121011398,2675,10907,2481,7378,5214,439,474,1762,2154,1688,7065,608,495,1378,1257,390,5731,548,470,4196,0.38063165241668123,0.09335194555923923,23499
121011399,994,11339,1333,4835,2372,173,181,640,2132,1615,7592,320,244,769,713,307,3815,249,229,1894,0.543237675465913,0.04762132898960379,18546
121011400,516,19788,1278,3875,1282,123,116,277,4162,3201,12425,264,201,813,501,368,3006,119,209,954,0.7400426343543139,0.019297655110512735,24945
121011401,360,6226,823,2179,918,75,91,194,1099,590,4537,162,96,565,178,108,1893,76,98,744,0.5926137445269369,0.034266133637921185,9323
121011402,664,18370,1221,3784,1402,97,245,322,4711,2695,10964,271,244,706,584,461,2739,148,396,858,0.7220628119963838,0.02609960300302661,23556
121021403,325,14190,599,2292,848,70,72,183,3126,1923,9141,165,118,316,437,178,1677,90,122,636,0.777363865454147,0.01780431686205763,17330
121021404,61,10221,361,813,217,15,9,37,2290,1446,6485,85,51,225,124,79,610,37,33,147,0.8756103829349782,0.005225734601216482,11251
121021406,422,13377,749,2849,1123,84,110,228,3018,2347,8012,179,169,401,449,237,2163,128,166,829,0.7223002159827214,0.022786177105831532,17349
121021577,1003,4264,789,3588,2132,211,188,604,764,578,2922,233,145,411,628,109,2851,275,116,1741,0.36209239130434784,0.08517323369565218,9984
121021578,493,6419,734,2024,1027,86,133,274,1324,1128,3967,175,153,406,377,137,1510,118,90,819,0.6000747873235487,0.0460876881368608,9470
121021579,601,4333,675,2631,1372,137,152,312,877,1010,2446,207,135,333,504,116,2011,222,107,1043,0.4507906783187682,0.06252600915522263,8336
121031407,1056,12254,1075,4670,2241,177,191,688,2397,2490,7367,228,251,596,841,405,3424,312,212,1717,0.5754132231404959,0.049586776859504134,19165
121031408,769,15662,1075,3928,1717,173,182,414,3575,2690,9397,241,298,536,716,335,2877,207,218,1292,0.6765150533454278,0.03321670770161116,21307
121031409,425,11506,649,2778,998,92,98,235,2727,1846,6933,161,127,361,525,224,2029,132,124,742,0.7034727317192467,0.025984348251406213,15282
121031410,610,14216,851,3447,1307,159,133,318,2981,3059,8176,221,237,393,708,345,2394,217,195,895,0.6958053937643777,0.029856590475258186,18970
