sa2_code,region,females,males,x0_4,x10_14,x15_19,x20_24,x25_29,x30_34,x35_39,x40_44,x45_49,x5_9,x50_54,x55_59,x60_64,x65_69,x70_74,x75_79,x80_84,x85_and_over
115011559,Kellyville,12138,11927,1688,2019,1822,1600,1256,1504,1863,2088,1913,2010,1601,1374,1136,881,615,370,207,118
115021297,Dural - Kenthurst - Wisemans Ferry,10781,10868,1117,1610,1698,1448,1041,916,1071,1476,1669,1429,1685,1473,1282,1309,965,625,423,412
115021298,Galston - Laughtondale,2674,2693,259,408,363,324,230,229,234,368,409,347,386,398,305,307,270,198,134,198
115031299,Bilpin - Colo - St Albans,1344,1451,154,180,157,132,123,104,141,216,225,142,267,231,168,202,196,70,54,33
115031300,Kurrajong Heights - Ebenezer,11058,11418,1406,1679,1663,1520,1292,1179,1255,1568,1847,1536,1705,1633,1317,1149,799,446,263,219
115041301,Pitt Town - McGraths Hill,5325,5497,769,744,796,621,677,662,688,817,812,864,720,676,561,518,402,244,133,118
115041302,Rouse Hill - Beaumont Hills,11712,11730,1743,2114,1863,1447,1195,1477,1888,2279,1943,2204,1416,1175,923,738,505,269,149,114
116011303,Blacktown (East) - Kings Park,8567,8952,1695,779,868,1136,2027,2241,1571,1073,868,1124,798,790,725,551,430,309,244,290
116011304,Blacktown (North) - Marayong,9228,9399,1417,1120,1124,1401,1476,1640,1429,1207,1003,1314,1021,995,994,892,538,417,312,327
116011306,Doonside - Woodcroft,11714,11559,1654,1518,1676,1811,1760,1936,1742,1558,1501,1696,1466,1488,1236,957,560,311,229,174
116011307,Lalor Park - Kings Langley,12759,12887,1921,1494,1621,1580,1828,1903,1916,1775,1663,1763,1632,1609,1488,1251,777,541,461,423
116011308,Seven Hills - Toongabbie,12199,12584,1763,1477,1511,1636,1852,2088,2027,1736,1585,1708,1417,1452,1296,1235,873,535,349,243
116011560,Blacktown (South),6323,6429,937,833,855,923,975,1043,967,890,777,943,809,708,592,486,344,334,208,128
116011561,Blacktown (West),8256,8392,1290,1013,1134,1259,1291,1457,1245,1057,1047,1146,1004,903,692,565,466,415,316,348
116021309,Glenwood,8361,8307,1139,1378,1440,1195,982,1035,1392,1409,1342,1369,1136,894,699,544,338,212,102,62
116021310,Parklea - Kellyville Ridge,16476,17331,3305,2509,2001,1836,2113,3265,3770,3324,2271,3311,1709,1318,1110,848,517,335,161,104
116021312,Riverstone - Marsden Park,8762,9049,1581,1138,1123,1121,1488,1711,1540,1339,1101,1359,992,841,744,676,472,299,156,130
116021562,Acacia Gardens,1945,2017,324,281,240,277,268,350,402,309,264,340,264,236,143,133,61,43,12,15
116021563,Quakers Hill,11916,11771,2045,1607,1664,1615,1596,2185,2129,1836,1582,1993,1449,1217,1021,770,416,246,155,161
116031313,Bidwill - Hebersham - Emerton,9688,9260,1686,1515,1551,1481,1377,1198,1021,1110,1149,1663,1109,986,897,934,621,359,192,99
116031314,Glendenning - Dean Park,4357,4288,771,668,656,597,666,692,736,645,578,737,530,437,317,212,165,93,55,90
116031315,Hassall Grove - Plumpton,10790,10525,1556,1717,1897,1809,1552,1520,1349,1540,1539,1696,1498,1273,918,593,336,225,155,142
116031316,Lethbridge Park - Tregear,10877,10406,2217,1591,1580,1610,1691,1773,1436,1244,1188,1932,1060,953,795,763,668,447,233,102
116031317,Mount Druitt - Whalan,11798,11703,2082,1700,1649,1741,1880,1988,1714,1485,1395,2082,1312,1143,947,867,607,456,274,179
116031318,Prospect Reservoir,11,33,0,2,6,6,5,1,4,1,5,2,2,1,5,4,0,0,0,0
116031319,Rooty Hill - Minchinbury,11026,10850,1560,1417,1608,1727,1632,1665,1609,1395,1357,1564,1432,1335,1092,925,544,329,269,416
117011320,Banksmeadow,7,14,1,0,0,1,2,3,1,0,3,1,1,2,2,3,0,0,0,1
117011321,Botany,5595,5686,861,676,576,762,847,902,926,988,806,800,769,581,486,408,307,239,172,175
117011322,Mascot - Eastlakes,12672,12933,1587,1048,1490,2429,3088,2750,2109,1702,1504,1252,1358,1220,1063,880,725,635,444,321
117011323,Pagewood - Hillsdale - Daceyville,6003,5854,674,690,700,946,879,928,818,838,806,745,757,643,592,555,482,331,237,236
117011324,Port Botany Industrial,3,4,0,0,2,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0
117011325,Sydney Airport,24,43,0,0,4,4,15,15,4,4,4,0,8,1,0,2,2,3,1,0
117021326,Marrickville,14128,13795,1566,1039,978,2230,3184,3047,2395,2248,1937,1376,1602,1484,1214,1032,793,686,573,539
117021327,Petersham - Stanmore,10665,10677,1124,781,728,1737,2902,2526,1941,1777,1553,975,1264,1056,846,749,513,390,259,221
117021328,Sydenham - Tempe - St Peters,4092,4187,525,323,302,689,871,955,799,688,606,405,489,430,390,281,186,143,105,92
117031329,Darlinghurst,5175,7067,327,122,195,966,2259,2010,1310,979,830,174,748,671,525,489,300,157,125,55
117031330,Erskineville - Alexandria,8383,8887,933,337,381,1285,2892,2811,2030,1559,1251,599,961,736,549,378,241,146,113,68
117031331,Glebe - Forest Lodge,10794,10036,822,481,839,2649,3132,2541,1736,1427,1195,583,1111,1110,979,892,568,347,209,209
117031332,Newtown - Camperdown - Darlington,13333,13021,1011,538,1768,4475,4357,3204,2261,1883,1487,741,1292,1020,791,605,379,234,177,131
117031333,Potts Point - Woolloomooloo,9882,12891,490,212,487,2143,3968,3570,2203,1695,1450,258,1265,1259,1020,944,630,413,311,455
117031334,Pyrmont - Ultimo,11560,11552,875,339,1076,4157,4081,3290,2133,1336,1015,473,955,889,792,710,429,270,160,132
117031335,Redfern - Chippendale,11422,12364,695,294,1091,4133,4544,3246,1885,1394,1230,382,1113,998,797,704,454,408,229,189
117031336,Surry Hills,7581,10165,490,167,330,1504,3367,3045,1905,1460,1122,277,1008,787,681,489,362,304,207,241
117031337,Sydney - Haymarket - The Rocks,14564,15072,803,282,1160,5176,6445,4871,2784,1551,1189,340,1137,1009,898,782,529,313,184,183
117031338,Waterloo - Beaconsfield,17032,18122,1616,610,2123,5166,6367,5242,2953,1980,1595,811,1431,1297,1064,1019,726,538,372,244
118011339,Bondi - Tamarama - Bronte,9894,9765,1202,769,695,1163,2526,2601,1874,1523,1340,1019,1071,879,750,752,502,418,278,297
118011340,Bondi Beach - North Bondi,11370,11401,1410,853,661,1373,3131,3482,2386,1868,1429,1159,1111,940,775,797,470,361,252,313
118011341,Bondi Junction - Waverly,9442,8619,1082,708,687,1109,1933,1956,1622,1267,1196,916,988,888,740,752,592,512,440,673
118011342,Centennial Park,1,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
118011343,Double Bay - Bellevue Hill,14002,12543,1332,1224,1224,1470,2564,2553,1939,1718,1650,1259,1499,1517,1419,1581,1233,878,608,877
118011344,Dover Heights,5961,5561,829,667,580,613,696,905,967,989,789,791,727,686,580,537,421,256,197,292
118011345,Paddington - Moore Park,8489,7791,886,526,470,1157,2145,1984,1572,1216,1094,711,974,831,685,691,593,357,183,205
118011346,Rose Bay - Vaucluse - Watsons Bay,6635,5935,631,985,952,793,627,632,716,896,922,909,922,730,660,679,544,363,276,333
118011347,Woollahra,4338,3719,474,310,268,435,714,721,636,537,496,411,489,457,417,509,386,309,202,286
118021348,Coogee - Clovelly,14260,13036,1762,1206,1083,1666,2892,3092,2562,2121,1906,1491,1637,1419,1242,1077,784,573,375,408
118021350,Malabar - La Perouse - Chifley,11887,13158,1386,1369,1498,1613,1649,1575,1700,1888,1843,1450,1803,1545,1390,1319,1068,766,543,640
118021564,Kensington (NSW),7732,7979,613,421,1836,3763,1957,1311,967,720,612,546,612,513,392,416,311,260,220,241
118021565,Kingsford,7964,8463,650,543,1313,3680,2161,1167,894,884,803,685,757,633,568,500,348,330,260,251
118021566,Maroubra - North,5384,5074,605,524,532,806,816,777,744,789,651,584,676,602,507,437,391,303,308,406
118021567,Maroubra - South,5832,5518,694,539,530,771,900,1022,967,815,758,598,672,637,601,538,444,356,252,256
118021568,Maroubra - West,5474,5343,641,465,687,1239,1110,932,806,715,644,595,558,566,444,407,327,286,205,190
118021569,Randwick - North,9334,8515,1218,669,641,1196,1946,2153,1729,1365,1174,941,960,849,718,660,482,355,270,523
118021570,Randwick - South,7140,6819,796,518,591,1472,1760,1574,1194,1011,846,697,741,661,543,437,382,247,190,299
119011354,Bass Hill - Georges Hall,11501,11257,1721,1666,1572,1633,1499,1392,1481,1428,1382,1739,1292,1260,1062,1071,880,614,463,603
119011355,Chullora,479,463,99,44,48,91,124,124,107,48,54,52,43,36,39,30,0,3,0,0
119011356,Condell Park,5889,5952,967,879,837,939,847,911,767,787,671,940,660,631,533,452,372,270,193,185
119011357,Greenacre - Mount Lewis,13646,13647,2061,2150,2094,2107,1868,1847,1713,1603,1619,2352,1643,1495,1245,1027,773,646,476,574
119011358,Padstow,8671,8434,1044,956,1085,1143,1186,1219,1027,1086,1100,958,1237,1153,952,783,598,523,439,616
119011359,Panania - Milperra - Picnic Point,13529,13129,1812,1759,1701,1775,1545,1705,1794,1971,1808,1876,1777,1704,1462,1267,937,745,511,509
119011360,Revesby,8611,8221,1111,1009,983,1192,1237,1173,1178,1119,1078,1106,1072,1093,895,738,526,411,412,499
119011361,Yagoona - Birrong,10756,10855,1627,1441,1507,1588,1698,1512,1358,1336,1272,1624,1284,1347,1102,905,596,468,400,546
119011571,Bankstown - North,8687,8381,1639,970,921,1373,1763,1651,1255,1060,919,1186,950,883,688,591,395,331,237,256
119011572,Bankstown - South,8291,8367,1374,961,1054,1392,1499,1384,1119,1079,974,1175,993,978,783,599,431,338,262,263
119021362,Belmore - Belfield,9999,9908,1293,1127,1214,1375,1537,1569,1376,1300,1389,1252,1313,1101,978,868,753,617,456,389
119021363,Canterbury (South) - Campsie,15879,16072,1979,1442,1766,2687,3592,3247,2341,2066,1980,1616,2063,1826,1483,1081,869,757,573,583
119021364,Kingsgrove (North) - Earlwood,12636,12414,1518,1479,1495,1388,1426,1540,1707,1962,1918,1630,1650,1462,1247,1222,1055,935,716,700
119021366,Punchbowl,10600,11225,1732,1485,1578,1845,1869,1798,1448,1313,1276,1646,1237,1190,998,756,577,475,302,300
119021367,Roselands,7291,7195,1030,947,908,980,1038,1006,969,1005,1012,1090,930,784,697,623,491,382,311,283
119021573,Lakemba,8203,9680,1946,974,876,1358,1905,1879,1637,1070,901,1519,827,773,587,445,387,277,232,290
119021574,Wiley Park,5034,5647,1118,647,533,902,1152,1192,944,673,512,816,511,442,390,298,232,146,103,70
119031368,Hurstville,12471,12302,1398,1050,1490,2614,3357,2436,1626,1336,1369,1204,1434,1329,1174,863,652,555,421,465
119031369,Mortdale - Penshurst,12711,12050,1640,1295,1354,1746,2104,2225,1890,1684,1595,1373,1655,1522,1284,1015,748,579,430,622
119031370,Narwee - Beverly Hills,7368,6929,878,764,841,1045,1066,1102,911,971,891,811,956,885,798,691,457,430,380,420
119031371,Oatley - Hurstville Grove,6581,6445,729,761,896,913,817,757,781,933,907,830,910,948,751,651,522,351,262,307
119031372,Peakhurst - Lugarno,9516,9070,1058,1174,1206,1154,960,998,1042,1238,1236,1188,1241,1190,970,1044,844,706,592,745
119031373,Riverwood,5898,5770,698,525,679,844,1037,938,718,673,706,633,797,779,715,550,448,388,299,241
119031374,South Hurstville - Blakehurst,12778,12358,1406,1387,1653,2198,2428,1788,1519,1533,1645,1376,1704,1478,1230,1152,852,640,504,643
119041375,Arncliffe - Bardwell Valley,11287,11556,1386,829,1069,2542,3865,3005,1811,1321,1068,957,1018,936,854,696,493,395,280,318
119041376,Bexley,13947,13969,1912,1396,1575,2050,2445,2485,2091,1837,1660,1669,1677,1569,1362,1209,837,752,612,778
119041377,Kingsgrove (South) - Bardwell Park,6742,6557,768,795,807,850,885,884,855,994,903,836,912,763,694,656,544,448,373,332
119041378,Kogarah,5889,5971,851,495,544,963,1444,1422,1011,795,648,608,645,554,466,400,305,243,230,236
119041379,Kogarah Bay - Carlton - Allawah,8356,8451,1078,808,953,1241,1600,1572,1158,1120,1117,957,1068,1019,856,744,541,394,310,271
119041380,Monterey - Brighton-le-Sands - Kyeemagh,7626,7257,878,722,683,861,1073,1187,1170,1104,1111,774,1017,799,813,772,635,531,403,350
119041381,Rockdale - Banksia,10255,10866,1255,730,933,1924,2938,2626,1702,1281,1107,947,1065,996,859,779,589,436,407,547
119041382,Sans Souci - Ramsgate,8759,8019,980,861,824,784,978,1059,1095,1243,1264,980,1116,1107,969,999,794,691,470,564
120011383,Concord - Mortlake - Cabarita,11746,11014,1300,1254,1203,1326,1470,1563,1538,1643,1647,1343,1581,1533,1305,1250,965,754,501,584
120011384,Concord West - North Strathfield,13215,12994,1789,893,1187,3115,4123,3567,2148,1582,1244,1175,1218,1117,942,732,496,352,264,265
120011385,Drummoyne - Rodd Point,10129,9184,1236,938,820,949,1299,1608,1513,1557,1383,1173,1280,1171,1002,1006,741,528,481,628
120011386,Five Dock - Abbotsford,11213,10243,1426,1008,896,1027,1317,1775,1805,1754,1606,1271,1442,1310,1141,1083,804,687,517,587
120021387,Balmain,8580,8049,1109,776,551,774,1126,1340,1445,1505,1324,991,1284,1072,1015,933,670,335,200,179
120021388,Leichhardt - Annandale,14231,13357,2189,1203,926,1822,2248,2582,2677,2583,2111,1779,1712,1407,1294,1094,724,481,374,382
120021389,Lilyfield - Rozelle,7605,7065,1114,641,469,698,1013,1401,1532,1412,1230,950,995,847,752,605,420,249,156,186
120031390,Ashfield,12818,12778,1367,865,1119,2434,3497,2886,1963,1592,1436,1001,1467,1301,1136,921,715,617,541,738
120031391,Burwood - Croydon,13309,12497,1152,986,1525,3471,3548,2209,1597,1421,1397,1035,1539,1428,1127,946,659,609,551,606
120031392,Canterbury (North) - Ashbury,5557,5413,640,582,558,767,895,859,828,846,787,630,827,642,559,503,375,308,225,139
120031393,Croydon Park - Enfield,9387,8613,1047,1010,1052,1234,1370,1315,1228,1308,1263,1073,1253,1032,922,834,659,531,415,454
120031394,Dulwich Hill - Lewisham,9086,8514,978,744,766,1304,1746,1742,1512,1469,1313,952,1185,994,765,650,499,427,278,276
120031395,Haberfield - Summer Hill,7119,6922,766,756,645,889,1152,1111,1060,1112,1048,898,1035,817,697,590,399,330,335,401
120031396,Homebush,7985,9081,1219,622,831,1755,2885,2593,1454,990,812,774,800,695,584,342,251,211,149,99
120031575,Strathfield,12986,13308,1152,1125,1645,3150,3727,2592,1663,1300,1419,1063,1503,1377,1093,941,742,602,511,689
120031576,Strathfield South,1889,1854,242,208,249,313,299,292,262,276,239,227,246,247,181,160,122,81,60,39
121011398,Chatswood (East) - Artarmon,15604,14405,2008,1389,1519,2353,2941,3218,2752,2285,1872,1848,1549,1396,1226,1149,774,590,487,653
121011399,Chatswood (West) - Lane Cove North,11172,10670,1501,982,993,1435,2186,2462,2013,1660,1384,1279,1201,1117,976,830,595,444,334,450
121011400,Lane Cove - Greenwich,14065,13873,1844,1749,1707,1551,1920,2054,2158,2102,1947,1819,1867,1644,1371,1277,1006,699,525,698
121011401,St Leonards - Naremburn,5659,5469,824,324,300,627,1321,1641,1346,918,681,529,568,533,466,423,249,159,114,105
121011402,Willoughby - Castle Cove - Northbridge,13643,13029,1784,2026,1653,1301,1003,1278,1767,2231,2197,2246,1982,1631,1384,1297,918,691,567,716
121021403,Asquith - Mount Colah,9491,9365,1211,1324,1258,1164,925,988,1269,1566,1416,1508,1389,1345,1058,865,641,430,240,259
121021404,Berowra - Brooklyn - Cowan,5999,6012,827,896,860,623,471,590,781,1035,973,950,934,805,659,621,466,258,154,108
121021406,Normanhurst - Thornleigh - Westleigh,9731,9388,1248,1353,1493,1072,726,963,1280,1533,1520,1429,1324,1156,987,914,766,605,373,377
121021577,Hornsby - East,6233,6038,986,491,485,781,1262,1553,1276,1024,784,732,646,590,485,400,241,214,152,169
121021578,Hornsby - West,5553,5529,750,671,624,595,626,789,897,901,817,766,716,686,587,544,398,276,212,227
121021579,Waitara - Wahroonga (West),5075,4824,797,530,395,437,674,1047,1050,813,606,694,470,415,436,374,277,282,245,357
121031407,Gordon - Killara,11432,10715,1082,1633,1869,1462,1131,1164,1286,1482,1708,1439,1676,1410,1145,1018,794,619,461,768
121031408,Lindfield - Roseville,12292,11784,1364,1862,1736,1472,1115,1286,1527,1731,1906,1893,1739,1457,1224,1126,877,655,494,612
121031409,Pymble,8880,8133,1002,1377,1371,1016,651,787,1023,1266,1444,1398,1357,1059,836,799,595,390,301,341
121031410,St Ives,10963,10230,1257,1524,1434,1099,765,977,1334,1583,1606,1659,1531,1277,1090,1012,980,814,622,629
121031411,Turramurra,10367,9571,1014,1452,1380,1025,661,765,1081,1389,1540,1462,1402,1168,980,980,912,826,731,1170
121031412,Wahroonga (East) - Warrawee,9445,8991,889,1542,1751,1168,750,760,933,1175,1472,1139,1449,1222,946,879,740,558,470,593
121041413,Cremorne - Cammeray,10682,9447,1378,776,618,913,1737,2166,1856,1660,1377,1060,1221,1154,1129,1161,828,523,297,275
121041414,Crows Nest - Waverton,10022,9064,1260,493,476,1087,2304,2751,2041,1530,1240,733,1023,994,863,834,605,379,251,222
121041415,Mosman,16087,14173,1647,1787,1658,1459,1784,2084,2049,2267,2275,1867,2168,1941,1618,1697,1448,937,642,932
121041416,Neutral Bay - Kirribilli,10068,9044,931,456,452,1093,2411,2449,1952,1410,1149,687,1020,1044,983,935,742,538,325,535
121041417,North Sydney - Lavender Bay,5731,5638,495,324,389,696,1453,1527,1089,818,725,347,661,672,608,601,443,270,129,122
122011418,Balgowlah - Clontarf - Seaforth,10895,10245,1490,1676,1270,1051,880,1025,1412,1910,1786,1812,1625,1297,1023,909,739,497,338,400
122011419,Manly - Fairlight,11911,11744,1399,810,842,1219,2527,2883,2291,1792,1492,1117,1402,1323,1094,1075,910,558,406,515
122021420,Avalon - Palm Beach,6578,6400,715,858,828,677,479,461,606,824,931,853,1080,1035,960,909,702,425,302,333
122021421,Bayview - Elanora Heights,5666,5491,556,775,631,553,402,414,527,751,794,732,850,789,748,753,635,517,321,409
122021422,Newport - Bilgola,7007,6909,794,946,832,769,688,593,734,1010,1062,1011,1137,1109,948,820,665,389,214,195
122021423,Warriewood - Mona Vale,12926,12327,1729,1564,1440,1352,1161,1399,1737,1985,1769,1907,1713,1525,1419,1370,1083,800,597,703
122031424,Beacon Hill - Narraweena,7352,7120,906,949,961,833,651,761,887,1168,1127,1083,1053,929,725,652,579,466,359,383
